ESTU,DESAFECCION_BRUTO,DESAFECCION_AJUSTADO,ANCLAJE,DESAFECCION_FINAL,MATERIAL_BRUTO,PRESION_AGENDA,N_MENCIONES_POL,N_MENCIONES_MAT,PCT_NINGUN_LIDER,PCT_NINGUN_PARTIDO,PCT_SIN_SIMPATIA,N_MUESTRA,PESO_TOTAL,FECHA
3366.0,22.48275210725781,36.321809879483865,18.23655252837976,20.784272275706584,41.25957767497292,0.4125957767497292,0.5641413279872881,1.144317490800489,28.752842397221574,15.468516996393596,50.56370637559803,3623.0,3622.9995899999994,2022-06-01
3371.0,19.357214324753823,32.03059850816308,17.80657538693658,18.736958749626925,42.603715418210236,0.42603715418210236,0.48645757284401725,1.1649338037235413,28.387585375224617,14.769148673019053,54.22677337902589,3988.0,3988.16692,2022-07-01
3375.0,20.454061237829475,30.943270540699235,18.397078951209366,19.631268323181434,36.326907062307036,0.36326907062307034,0.5046637923896632,1.006715301541462,31.169432926339624,14.943939414018741,54.14577257319104,3837.0,3836.9997000000003,2022-09-01
3380.0,20.14682575726001,30.95183360899353,16.930909188273805,18.860459129665532,37.107112337762295,0.37107112337762294,0.49761040517172134,1.0118525809219352,29.97387509379085,13.9133699286945,47.792986069111556,3713.0,3712.99975,2022-10-01
3384.0,20.20402980894389,30.806797872918278,17.619186814115384,19.17009261101249,36.753493197909364,0.36753493197909365,0.48797780400657526,1.0412190003133501,30.921687165793436,13.896146673590884,54.470410928774,3821.0,3820.9995099999996,2022-11-01
3388.0,25.135178029500068,36.7981358750932,17.671209408571272,22.14959058112855,33.354387317261946,0.33354387317261946,0.6071266459442765,0.9429654498647111,31.882509343078976,13.917111729310621,53.597255210668735,3871.0,3871.0013400000003,2022-12-01
3390.0,25.452565768900946,38.51864275172827,17.49678694712398,22.27025424019016,35.611140216561445,0.35611140216561443,0.6095466658054698,1.020890599817434,31.814900548483614,13.686878244656079,48.63019088968917,3961.0,3960.99924,2023-01-01
3395.0,23.377940770746445,35.54428377670014,18.02662119942409,21.2374129422175,35.847936884757466,0.35847936884757464,0.5628471624832347,1.033921895720656,31.661181826685812,14.283582074599138,50.23851750379684,3935.0,3935.0000099999997,2023-02-01
3398.0,24.567433451917516,38.26201841996995,17.900683039013394,21.900733286755862,37.7506338881983,0.37750633888198304,0.6049813246198584,1.0790579763348793,32.006528407454546,14.042104693325172,50.32595590297635,3787.0,3786.63778,2023-03-01
3403.0,22.992625979610754,37.87736084851996,16.844664325189374,20.5334413178422,42.180588835024814,0.4218058883502481,0.5915553444195327,1.175521095199919,29.332487572037714,13.940607964651008,54.469032489437886,4159.0,4159.00396,2023-04-01
3405.0,22.457553208642715,36.017571837762794,16.290208581353877,19.990615357727176,39.984270093052984,0.39984270093052987,0.5627612932348672,1.1254324078215443,27.80026966008246,13.897527246642497,50.08041676848837,4030.0,4030.00053,2023-05-01
3413.0,22.667888923454193,34.36142224843667,12.768967954472272,18.708320535861425,35.915472944529824,0.35915472944529825,0.5568534182629381,1.0252164525508505,20.219696897139883,11.311617651207053,43.000348904310215,4164.0,4163.68043,2023-07-01
3423.0,26.36387777609677,37.79840831654884,12.94385520781678,20.995868748784776,31.415212043962388,0.31415212043962387,0.6295780175589099,0.929388145521214,19.707377059055073,11.174357893457003,51.20876522302993,4029.0,4029.00295,2023-10-01
3427.0,24.726314707724647,34.64196722979654,14.938450089003151,20.811168860236048,30.291935075142373,0.30291935075142373,0.5818506021979202,0.8928028200858176,22.570538791059864,12.750709657171374,49.73930308520093,4090.0,4089.99752,2023-11-01
3431.0,26.542760965256296,37.361387793069795,16.200491282750896,22.405853092254137,30.34972613023996,0.3034972613023996,0.6246886805397178,0.9040313723048672,25.24102918981257,13.10388457829497,53.186915398773806,4613.0,4612.99865,2023-12-01
3435.0,25.464644219431424,36.738574309300304,17.116440802252193,22.125362852559732,31.815540207356683,0.31815540207356685,0.6036173486031197,0.9283434059780089,27.344459996434473,13.33381331161179,52.06733910332781,4015.0,4015.00314,2024-01-01
3441.0,24.137093583671618,33.11375032524913,17.993481933590488,21.679648923639167,28.419220708460227,0.28419220708460224,0.5790627300615071,0.8234973880156695,28.93367349265245,15.476289003799732,51.22114326947761,3926.0,3926.00173,2024-02-01
3445.0,26.866958856075062,36.04296500547708,17.867473729259103,23.26716480534868,27.86418207772482,0.2786418207772482,0.6542876497072813,0.8009929024809169,29.605151261793395,14.738318673134312,53.87207550100942,3931.0,3931.00035,2024-03-01
3450.0,27.205523665469112,37.83793782202658,16.161734414452667,22.78800796506253,30.47094223611739,0.30470942236117393,0.6534506006900818,0.8892983548128092,25.151009306931567,12.904518202757945,50.78518545317945,4032.0,4032.0001500000003,2024-04-01
3457.0,25.616318229685866,36.08334942573207,18.22542982043923,22.65996286598721,30.709162008227636,0.30709162008227636,0.6177396857231141,0.8915968276881562,28.755716959253206,15.692855792217438,56.16065044776713,4013.0,4013.00018,2024-05-01
3463.0,22.058861722164067,31.093354379487817,17.152384547303335,20.09627085221977,30.21233636802782,0.3021233636802782,0.5279691848910253,0.8908706692169226,28.16413245184694,13.324137229490582,56.94320592542389,4011.0,4011.0012300000003,2024-06-01
3474.0,22.197872350363767,29.880559267717505,18.018107624090817,20.52596645985459,27.37734278480488,0.2737734278480488,0.5394500094453678,0.8012790602061097,29.967477176653706,15.58758575845047,52.748050909506006,4027.0,4027.00043,2024-09-01
3478.0,22.579314941047667,32.96676935417373,18.42205037559208,20.916409114865434,33.22059858904274,0.3322059858904274,0.5507863652658949,0.9580080214429155,31.59026895136835,14.860998638564652,52.737979491953844,4005.0,4005.00014,2024-10-01
3485.0,26.737546396493887,38.01032449950194,22.666252016291498,25.10902864441293,31.68651012330394,0.3168651012330394,0.6527036200137643,0.9441383829401145,39.833041075530296,17.161586134692968,59.557767600864075,4009.0,4008.99995,2024-11-01
3489.0,26.968292966304396,36.888959983881506,20.60839702302576,24.42433458899294,28.974189353517225,0.28974189353517227,0.6555415622647567,0.849960728091113,34.56183818536666,15.864399629210379,54.515636870517895,4621.0,4621.00023,2024-12-01
3492.0,26.115585561795214,37.58069974901886,20.585060088610057,23.90337537252115,32.42242604386321,0.3242242604386321,0.6330006858526226,0.9391059680311371,35.42998613018125,15.720363616182837,57.24650300196685,4024.0,4023.9986099999996,2025-01-01
3496.0,24.637509410117772,36.80368128824972,18.822154966631246,22.311367632723165,36.09729155291514,0.3609729155291514,0.6059889586060245,1.0427745654271756,32.039456102024666,15.401794099540641,56.037790921244024,4042.0,4041.9968799999997,2025-02-01
3502.0,24.94589381994321,36.37585631491809,18.826164200233585,22.49800197205936,33.57303694664593,0.3357303694664593,0.6087712261875977,0.9722311995415288,30.160863241853956,15.017780867115738,56.37596467895022,4018.0,4017.99603,2025-03-01
3505.0,23.487316822467914,33.65234355319689,17.741389021073214,21.188945701910033,32.203034629667656,0.32203034629667654,0.5689249014643837,0.9382295142472471,29.840191116189207,14.020609559583427,55.01678316915161,4008.0,4007.99746,2025-04-01
3510.0,26.971991697015913,37.82861054962136,17.98043965219633,23.37537087908808,30.690202820275648,0.30690202820275647,0.6493101867851857,0.9054748078195132,30.834047268147145,14.565762667948567,52.9184643433019,4018.0,4017.99638,2025-05-01
3514.0,26.39844616604894,37.390654578594464,18.404912001435637,23.20103250020362,31.81207792381653,0.3181207792381653,0.6620521024402751,0.9241664246760148,31.513128106819067,14.364685659094162,51.58808383124821,4013.0,4012.9993700000005,2025-06-01
3517.0,30.505800616009825,41.93690406907063,16.025986827153908,24.713875100467455,30.468902954899995,0.30468902954899996,0.7527812438187543,0.9079086479235281,26.763225227665355,13.115322081305731,46.50177920897639,4018.0,4018.00084,2025-07-01
3524.0,25.993403122935373,35.95093449426114,16.437755117919608,22.171143920929065,30.360574049600107,0.3036057404960011,0.6449562319374238,0.8882855458383547,28.421359430207676,12.478420083647135,48.729022910757905,4122.0,4121.99991,2025-09-01
3528.0,23.59146190121618,35.62239633854294,15.761148341193017,20.459336477206914,36.72954413833043,0.36729544138330433,0.6013899230578307,1.0662695457930007,28.192507519824993,13.000775394158698,53.098188751191614,4029.0,4029.0,2025-10-01
3530.0,26.063647780498624,38.946095550031494,18.31525662685229,22.964291319040086,35.22851519510416,0.3522851519510416,0.6366299156627439,1.0439326450696258,31.376952195973256,15.29143752042933,56.668368809444104,4027.0,4027.00201,2025-11-01
3536.0,27.9795144706218,41.42402749597721,16.876553285058,23.53832999639628,35.338423996628705,0.35338423996628704,0.6901774085396664,1.0431236301894722,27.487261762993054,13.356958312843503,54.96319617312542,4017.0,4016.99716,2025-12-01
