ESTU,CCAA,SCORE_POLITICO_BRUTO,SCORE_MATERIAL_BRUTO,INDICE_ANCLAJE,INDICE_DESAFECCION_FINAL,N_MUESTRA,FECHA,CCAA_NOMBRE
3128.0,13.0,28.50467289719626,43.561786085150565,,28.50467289719626,321,2016-02,Madrid
3128.0,14.0,26.388888888888886,48.37962962962963,,26.388888888888886,72,2016-02,Murcia
3128.0,15.0,31.25,51.5625,,31.25,32,2016-02,Navarra
3128.0,16.0,23.866666666666664,49.333333333333336,,23.866666666666664,125,2016-02,País Vasco
3128.0,17.0,22.54901960784313,61.76470588235294,,22.54901960784313,17,2016-02,La Rioja
3131.0,1.0,25.202354672553348,47.3877851361295,,25.202354672553348,453,2016-03,Andalucía
3131.0,2.0,27.546296296296294,42.129629629629626,,27.546296296296294,72,2016-03,Aragón
3131.0,3.0,26.5625,48.17708333333333,,26.5625,64,2016-03,Asturias
3131.0,4.0,37.10691823899371,39.93710691823899,,37.10691823899371,53,2016-03,Baleares
3131.0,5.0,21.682847896440126,51.29449838187703,,21.682847896440126,103,2016-03,Canarias
3131.0,6.0,22.54901960784313,50.49019607843137,,22.54901960784313,34,2016-03,Cantabria
3131.0,7.0,29.35103244837758,43.06784660766962,,29.35103244837758,113,2016-03,Castilla-La Mancha
3131.0,8.0,25.11415525114155,48.74429223744292,,25.11415525114155,146,2016-03,Castilla y León
3131.0,9.0,27.137870855148346,41.92844677137871,,27.137870855148346,382,2016-03,Cataluña
3131.0,10.0,24.183006535947715,49.93464052287582,,24.183006535947715,255,2016-03,C. Valenciana
3131.0,11.0,18.75,57.552083333333336,,18.75,64,2016-03,Extremadura
3131.0,12.0,21.98364008179959,53.47648261758692,,21.98364008179959,163,2016-03,Galicia
3131.0,13.0,27.70632368703108,45.230439442658096,,27.70632368703108,311,2016-03,Madrid
3131.0,14.0,22.769953051643192,50.46948356807512,,22.769953051643192,71,2016-03,Murcia
3131.0,15.0,28.09523809523809,50.476190476190474,,28.09523809523809,35,2016-03,Navarra
3131.0,16.0,19.066666666666663,50.8,,19.066666666666663,125,2016-03,País Vasco
3131.0,17.0,25.49019607843137,43.13725490196079,,25.49019607843137,17,2016-03,La Rioja
3134.0,1.0,23.429416112342935,48.74353288987436,13.073394495412844,19.260901699926087,451,2016-04,Andalucía
3134.0,2.0,34.02777777777778,42.82407407407407,10.76923076923077,25.324074074074073,72,2016-04,Aragón
3134.0,3.0,27.86458333333333,48.95833333333333,29.6875,28.59375,64,2016-04,Asturias
3134.0,4.0,35.84905660377358,37.10691823899371,25.0,31.32075471698113,53,2016-04,Baleares
3134.0,5.0,23.742138364779873,46.38364779874213,20.192307692307693,22.484276729559745,106,2016-04,Canarias
3134.0,6.0,22.05882352941176,48.52941176470588,12.5,17.941176470588236,34,2016-04,Cantabria
3134.0,7.0,26.991150442477878,45.722713864306776,11.711711711711711,21.091445427728612,113,2016-04,Castilla-La Mancha
3134.0,8.0,25.68493150684931,43.15068493150685,10.447761194029852,20.296803652968034,146,2016-04,Castilla y León
3134.0,9.0,27.197563098346382,44.47345517841601,20.81081081081081,24.708442123585723,383,2016-04,Cataluña
3134.0,10.0,26.284584980237153,49.275362318840585,18.072289156626507,23.043478260869566,253,2016-04,C. Valenciana
3134.0,11.0,18.75,51.5625,16.39344262295082,17.916666666666664,64,2016-04,Extremadura
3134.0,12.0,26.147704590818364,49.50099800399201,21.341463414634145,24.27145708582834,167,2016-04,Galicia
3134.0,13.0,26.676829268292682,42.98780487804878,17.665615141955836,23.241869918699187,328,2016-04,Madrid
3134.0,14.0,15.74074074074074,57.40740740740742,19.718309859154928,17.22222222222222,72,2016-04,Murcia
3134.0,15.0,32.857142857142854,53.33333333333334,14.285714285714286,25.428571428571427,35,2016-04,Navarra
3134.0,16.0,21.73333333333333,50.93333333333333,27.5,23.973333333333333,125,2016-04,País Vasco
3134.0,17.0,23.958333333333332,56.25,6.25,16.875,16,2016-04,La Rioja
3138.0,1.0,24.188790560471972,46.09144542772861,,24.188790560471972,452,2016-05,Andalucía
3138.0,2.0,33.56481481481482,43.51851851851851,,33.56481481481482,72,2016-05,Aragón
3138.0,3.0,28.385416666666664,49.21875,,28.385416666666664,64,2016-05,Asturias
3138.0,4.0,33.33333333333333,41.50943396226416,,33.33333333333333,53,2016-05,Baleares
3138.0,5.0,22.477064220183482,50.458715596330286,,22.477064220183482,109,2016-05,Canarias
3138.0,6.0,24.509803921568626,46.56862745098039,,24.509803921568626,34,2016-05,Cantabria
3138.0,7.0,27.38095238095238,40.029761904761905,,27.38095238095238,112,2016-05,Castilla-La Mancha
3138.0,8.0,21.803652968036527,47.71689497716895,,21.803652968036527,146,2016-05,Castilla y León
3138.0,9.0,26.334208223972,41.20734908136483,,26.334208223972,381,2016-05,Cataluña
3138.0,10.0,27.050264550264547,46.03174603174603,,27.050264550264547,252,2016-05,C. Valenciana
3138.0,11.0,20.833333333333332,57.55208333333333,,20.833333333333332,64,2016-05,Extremadura
3138.0,12.0,28.629856850715743,46.625766871165645,,28.629856850715743,163,2016-05,Galicia
3138.0,13.0,28.578732106339466,43.20040899795501,,28.578732106339466,326,2016-05,Madrid
3138.0,14.0,21.064814814814813,55.324074074074076,,21.064814814814813,72,2016-05,Murcia
