ANIO,TRIMESTRE,CCAA,SCORE_POLITICO_BRUTO,SCORE_MATERIAL_BRUTO,PESO,N_MUESTRA,ANCLAJE_SIN_SIMPATIA,ANCLAJE_NINGUN_PARTIDO,ANCLAJE_NINGUN_LIDER,FECHA,PRESION_AGENDA,SCORE_POLITICO_AJUSTADO,INDICE_ANCLAJE,INDICE_DESAFECCION_FINAL
2016,1,15.0,0.39215686274509803,44.509803921568626,102.0,102,0.22857142857142856,,,2016-01-01,0.44509803921568625,0.7067137809187278,22.857142857142858,9.378151260504202
2016,1,16.0,0.0,38.32,375.0,375,0.248,,,2016-01-01,0.3832,0.0,24.8,9.920000000000002
2016,1,17.0,0.9803921568627451,43.13725490196079,51.0,51,0.23529411764705882,,,2016-01-01,0.43137254901960786,1.7241379310344827,23.52941176470588,10.0
2016,1,18.0,0.0,39.166666666666664,12.0,12,0.0,,,2016-01-01,0.39166666666666666,0.0,0.0,0.0
2016,1,19.0,0.0,19.166666666666668,12.0,12,0.25,,,2016-01-01,0.19166666666666668,0.0,25.0,10.0
2016,2,1.0,1.729490022172949,38.3739837398374,1353.0,1353,0.18625277161862527,,,2016-04-01,0.383739837398374,2.8064284000959465,18.625277161862527,8.487804878048781
2016,2,2.0,1.6666666666666667,35.27777777777778,216.0,216,0.2222222222222222,,,2016-04-01,0.3527777777777778,2.5751072961373396,22.22222222222222,9.88888888888889
2016,2,3.0,1.1458333333333333,44.739583333333336,192.0,192,0.34375,,,2016-04-01,0.4473958333333334,2.0735155513666355,34.375,14.4375
2016,2,4.0,2.5625,34.25,160.0,160,0.2830188679245283,,,2016-04-01,0.3425,3.897338403041825,28.30188679245283,12.858254716981133
2016,2,5.0,1.2345679012345678,40.49382716049383,324.0,324,0.24528301886792453,,,2016-04-01,0.4049382716049383,2.074688796680498,24.528301886792452,10.552061495457721
2016,2,6.0,1.5686274509803921,40.490196078431374,102.0,102,0.29411764705882354,,,2016-04-01,0.40490196078431373,2.6359143327841843,29.411764705882355,12.705882352941178
2016,2,7.0,2.4702380952380953,37.589285714285715,336.0,336,0.19469026548672566,,,2016-04-01,0.37589285714285714,3.9580352885073915,19.469026548672566,9.269753476611884
2016,2,8.0,4.931506849315069,38.81278538812786,438.0,438,0.2191780821917808,,,2016-04-01,0.3881278538812786,8.059701492537314,21.91780821917808,11.726027397260273
2016,2,9.0,3.162020905923345,31.594076655052266,1148.0,1148,0.26109660574412535,,,2016-04-01,0.31594076655052267,4.6224372851139695,26.109660574412537,12.341076773319022
2016,2,10.0,2.137203166226913,40.35620052770449,758.0,758,0.20948616600790515,,,2016-04-01,0.4035620052770449,3.5832780358327807,20.948616600790515,9.661768540052355
2016,2,11.0,6.614583333333333,44.635416666666664,192.0,192,0.265625,,,2016-04-01,0.44635416666666666,11.947318908748823,26.5625,14.59375
2016,2,12.0,2.327935222672065,40.202429149797574,494.0,494,0.2694610778443114,,,2016-04-01,0.40202429149797575,3.893026404874746,26.94610778443114,12.175204247375694
2016,2,13.0,3.2244897959183674,35.3469387755102,980.0,980,0.21951219512195122,,,2016-04-01,0.35346938775510206,4.987373737373738,21.951219512195124,10.715181682429069
2016,2,14.0,2.186046511627907,42.372093023255815,215.0,215,0.20833333333333334,,,2016-04-01,0.42372093023255814,3.7933817594834545,20.833333333333336,9.644961240310078
2016,2,15.0,1.7307692307692308,36.34615384615385,104.0,104,0.2571428571428571,,,2016-04-01,0.36346153846153845,2.7190332326283992,25.71428571428571,11.324175824175823
2016,2,16.0,3.1099195710455763,39.14209115281501,373.0,373,0.36,,,2016-04-01,0.3914209115281501,5.110132158590308,36.0,16.265951742627347
2016,2,17.0,4.6938775510204085,40.40816326530612,49.0,49,0.0625,,,2016-04-01,0.40408163265306124,7.876712328767123,6.25,5.316326530612245
2016,2,18.0,0.0,35.833333333333336,12.0,12,0.25,,,2016-04-01,0.35833333333333334,0.0,25.0,10.0
2016,2,19.0,0.0,41.666666666666664,12.0,12,0.0,,,2016-04-01,0.41666666666666663,0.0,0.0,0.0
2016,3,1.0,3.642384105960265,35.58498896247241,453.0,453,,,,2016-07-01,0.3558498896247241,5.654557916381083,,3.642384105960265
2016,3,2.0,7.222222222222222,32.638888888888886,72.0,72,,,,2016-07-01,0.32638888888888884,10.721649484536082,,7.222222222222222
2016,3,3.0,3.90625,40.46875,64.0,64,,,,2016-07-01,0.4046875,6.561679790026247,,3.90625
2016,3,4.0,7.222222222222222,33.7037037037037,54.0,54,,,,2016-07-01,0.337037037037037,10.893854748603351,,7.222222222222222
2016,3,5.0,1.308411214953271,32.71028037383178,107.0,107,,,,2016-07-01,0.3271028037383178,1.9444444444444444,,1.308411214953271
2016,3,6.0,7.0588235294117645,38.8235294117647,34.0,34,,,,2016-07-01,0.388235294117647,11.538461538461537,,7.0588235294117645
2016,3,7.0,4.4036697247706424,36.14678899082569,109.0,109,,,,2016-07-01,0.3614678899082569,6.896551724137931,,4.4036697247706424
2016,3,8.0,8.827586206896552,35.37931034482759,145.0,145,,,,2016-07-01,0.35379310344827586,13.660618996798291,,8.827586206896552
2016,3,9.0,4.2408376963350785,31.151832460732983,382.0,382,,,,2016-07-01,0.3115183246073298,6.159695817490494,,4.2408376963350785
2016,3,10.0,7.222222222222222,36.111111111111114,252.0,252,,,,2016-07-01,0.36111111111111116,11.304347826086957,,7.222222222222222
2016,3,11.0,7.03125,44.84375,64.0,64,,,,2016-07-01,0.4484375,12.74787535410765,,7.03125
2016,3,12.0,8.159509202453988,35.15337423312884,163.0,163,,,,2016-07-01,0.35153374233128837,12.582781456953642,,8.159509202453988
2016,3,13.0,4.212121212121212,33.515151515151516,330.0,330,,,,2016-07-01,0.33515151515151514,6.335460346399271,,4.212121212121212
2016,3,14.0,1.1111111111111112,38.47222222222222,72.0,72,,,,2016-07-01,0.3847222222222222,1.8058690744920993,,1.1111111111111112
2016,3,15.0,6.571428571428571,35.42857142857143,35.0,35,,,,2016-07-01,0.3542857142857143,10.176991150442477,,6.571428571428571
2016,3,16.0,2.459016393442623,30.081967213114755,122.0,122,,,,2016-07-01,0.3008196721311476,3.5169988276670576,,2.459016393442623
2016,3,17.0,0.0,40.0,17.0,17,,,,2016-07-01,0.4,0.0,,0.0
2016,3,18.0,0.0,45.0,4.0,4,,,,2016-07-01,0.45,0.0,,0.0
2016,3,19.0,0.0,25.0,4.0,4,,,,2016-07-01,0.25,0.0,,0.0
2016,4,1.0,2.223858615611193,37.864506627393226,1358.0,1358,0.28761061946902655,,,2016-10-01,0.37864506627393224,3.579047167575255,28.761061946902654,12.83873994812778
2016,4,2.0,1.3425925925925926,32.31481481481482,216.0,216,0.18055555555555555,,,2016-10-01,0.3231481481481482,1.9835841313269496,18.055555555555554,8.027777777777777
2016,4,3.0,1.6666666666666667,45.520833333333336,192.0,192,0.296875,,,2016-10-01,0.4552083333333334,3.0592734225621423,29.6875,12.875
2016,4,4.0,4.567901234567901,34.19753086419753,162.0,162,0.46296296296296297,,,2016-10-01,0.34197530864197534,6.941838649155723,46.2962962962963,21.25925925925926
2016,4,5.0,1.1314984709480123,40.030581039755354,327.0,327,0.2636363636363636,,,2016-10-01,0.40030581039755353,1.8867924528301887,26.36363636363636,11.224353628023353
2016,4,6.0,1.8627450980392157,39.90196078431372,102.0,102,0.4117647058823529,,,2016-10-01,0.3990196078431372,3.099510603588907,41.17647058823529,17.588235294117645
2016,4,7.0,1.9939577039274925,42.65861027190332,331.0,331,0.24545454545454545,,,2016-10-01,0.4265861027190332,3.477344573234984,24.545454545454547,11.014556440538316
2016,4,8.0,3.0045871559633026,38.62385321100918,436.0,436,0.25517241379310346,,,2016-10-01,0.3862385321100918,4.895366218236174,25.517241379310345,12.00964884530212
2016,4,9.0,2.5325238508239374,30.060711188204685,1153.0,1153,0.2701298701298701,,,2016-10-01,0.30060711188204686,3.6210317460317456,27.01298701298701,12.324709115689167
2016,4,10.0,1.9553805774278215,38.43832020997375,762.0,762,0.2440944881889764,,,2016-10-01,0.38438320209973753,3.176295033041995,24.409448818897637,10.937007874015748
2016,4,11.0,4.427083333333333,41.822916666666664,192.0,192,0.0625,,,2016-10-01,0.41822916666666665,7.609668755595344,6.25,5.15625
2016,4,12.0,2.8846153846153846,41.08974358974359,468.0,468,0.18292682926829268,,,2016-10-01,0.41089743589743594,4.896626768226334,18.29268292682927,9.047842401500938
2016,4,13.0,3.5187057633973713,33.134479271991914,989.0,989,0.20606060606060606,,,2016-10-01,0.3313447927199191,5.2623620142144265,20.606060606060606,10.353647700462664
2016,4,14.0,3.9150943396226414,39.95283018867924,212.0,212,0.23943661971830985,,,2016-10-01,0.39952830188679245,6.520031421838177,23.943661971830984,11.926521392505979
2016,4,15.0,5.961538461538462,38.46153846153846,104.0,104,0.22857142857142856,,,2016-10-01,0.3846153846153846,9.6875,22.857142857142858,12.71978021978022
2016,4,16.0,2.185792349726776,36.557377049180324,366.0,366,0.319672131147541,,,2016-10-01,0.36557377049180323,3.445305770887166,31.967213114754102,14.098360655737707
2016,4,17.0,2.4,40.2,50.0,50,0.4117647058823529,,,2016-10-01,0.402,4.013377926421405,41.17647058823529,17.910588235294117
2016,4,18.0,5.833333333333333,33.333333333333336,12.0,12,0.25,,,2016-10-01,0.33333333333333337,8.75,25.0,13.5
2016,4,19.0,8.333333333333334,40.0,12.0,12,0.75,,,2016-10-01,0.4,13.888888888888891,75.0,35.0
2017,1,1.0,0.7079646017699115,39.041297935103245,1356.0,1356,0.2980132450331126,,,2017-01-01,0.3904129793510325,1.1613839825792402,29.80132450331126,12.345308562386453
2017,1,2.0,2.685185185185185,36.342592592592595,216.0,216,0.3194444444444444,,,2017-01-01,0.36342592592592593,4.218181818181818,31.944444444444443,14.38888888888889
2017,1,3.0,1.6666666666666667,43.59375,192.0,192,0.234375,,,2017-01-01,0.4359375,2.9547553093259467,23.4375,10.375
2017,1,4.0,2.1604938271604937,32.96296296296296,162.0,162,0.37037037037037035,,,2017-01-01,0.3296296296296296,3.222836095764272,37.03703703703704,16.111111111111114
2017,1,5.0,0.8814589665653495,38.93617021276596,329.0,329,0.35454545454545455,,,2017-01-01,0.3893617021276596,1.443504230960677,35.45454545454545,14.710693561757392
2017,1,6.0,1.0784313725490196,36.470588235294116,102.0,102,0.20588235294117646,,,2017-01-01,0.36470588235294116,1.6975308641975309,20.588235294117645,8.88235294117647
2017,1,7.0,1.2048192771084338,38.975903614457835,332.0,332,0.2702702702702703,,,2017-01-01,0.38975903614457835,1.9743336623889443,27.027027027027028,11.533702377075873
2017,1,8.0,1.3242009132420092,37.89954337899543,438.0,438,0.3561643835616438,,,2017-01-01,0.3789954337899543,2.1323529411764706,35.61643835616438,15.04109589041096
2017,1,9.0,3.3680555555555554,31.34548611111111,1152.0,1152,0.28272251308900526,,,2017-01-01,0.3134548611111111,4.905803514982931,28.272251308900525,13.329733856893544
2017,1,10.0,1.1360634081902246,38.34874504623514,757.0,757,0.21739130434782608,,,2017-01-01,0.3834874504623514,1.8427255196057422,21.73913043478261,9.377290218827179
2017,1,11.0,4.114583333333333,46.041666666666664,192.0,192,0.1875,,,2017-01-01,0.46041666666666664,7.625482625482626,18.75,9.96875
2017,1,12.0,1.1788617886178863,41.016260162601625,492.0,492,0.2865853658536585,,,2017-01-01,0.41016260162601625,1.998621640248105,28.65853658536585,12.170731707317072
2017,1,13.0,2.2469635627530367,32.216599190283404,988.0,988,0.2066869300911854,,,2017-01-01,0.322165991902834,3.3149171270718236,20.66869300911854,9.615655341299238
2017,1,14.0,1.7674418604651163,43.2093023255814,215.0,215,0.2777777777777778,,,2017-01-01,0.432093023255814,3.1122031122031126,27.77777777777778,12.171576227390183
2017,1,15.0,2.0,37.80952380952381,105.0,105,0.2571428571428571,,,2017-01-01,0.3780952380952381,3.2159264931087286,25.71428571428571,11.485714285714284
2017,1,16.0,0.8401084010840109,37.80487804878049,369.0,369,0.3008130081300813,,,2017-01-01,0.3780487804878049,1.3507625272331154,30.081300813008134,12.53658536585366
2017,1,17.0,2.5531914893617023,35.1063829787234,47.0,47,0.25,,,2017-01-01,0.35106382978723405,3.934426229508197,25.0,11.53191489361702
2017,1,18.0,3.3333333333333335,30.0,12.0,12,0.25,,,2017-01-01,0.3,4.761904761904763,25.0,12.0
2017,1,19.0,12.5,21.25,8.0,8,0.0,,,2017-01-01,0.2125,15.873015873015873,0.0,7.5
2017,2,1.0,0.7275426874536006,37.943578322197475,1347.0,1347,0.271523178807947,,,2017-04-01,0.37943578322197474,1.1723890417514058,27.1523178807947,11.297452764790041
2017,2,2.0,1.8691588785046729,28.925233644859812,214.0,214,0.2777777777777778,,,2017-04-01,0.2892523364485981,2.629848783694938,27.77777777777778,12.232606438213915
2017,2,3.0,0.5263157894736842,41.1578947368421,190.0,190,0.265625,,,2017-04-01,0.41157894736842104,0.8944543828264758,26.5625,10.94078947368421
2017,2,4.0,1.3043478260869565,30.124223602484474,161.0,161,0.37037037037037035,,,2017-04-01,0.30124223602484473,1.866666666666667,37.03703703703704,15.59742351046699
2017,2,5.0,1.1926605504587156,41.19266055045872,327.0,327,0.3148148148148148,,,2017-04-01,0.4119266055045872,2.0280811232449296,31.48148148148148,13.308188922867823
2017,2,6.0,0.29411764705882354,36.666666666666664,102.0,102,0.35294117647058826,,,2017-04-01,0.36666666666666664,0.4643962848297214,35.294117647058826,14.294117647058824
2017,2,7.0,1.6816816816816818,37.807807807807805,333.0,333,0.26126126126126126,,,2017-04-01,0.37807807807807803,2.7040077257363593,26.126126126126124,11.45945945945946
2017,2,8.0,1.4482758620689655,38.02298850574713,435.0,435,0.19310344827586207,,,2017-04-01,0.3802298850574713,2.336795252225519,19.310344827586206,8.593103448275862
2017,2,9.0,2.9043478260869566,29.26086956521739,1150.0,1150,0.2819843342036554,,,2017-04-01,0.2926086956521739,4.105716041794714,28.198433420365536,13.02198206379839
2017,2,10.0,0.9150326797385621,34.06535947712418,765.0,765,0.21568627450980393,,,2017-04-01,0.34065359477124185,1.3877874702616972,21.568627450980394,9.176470588235295
2017,2,11.0,2.736842105263158,46.10526315789474,190.0,190,0.140625,,,2017-04-01,0.4610526315789474,5.078125,14.0625,7.2671052631578945
2017,2,12.0,1.1382113821138211,38.39430894308943,492.0,492,0.31097560975609756,,,2017-04-01,0.3839430894308943,1.8475750577367205,31.097560975609756,13.121951219512196
2017,2,13.0,1.4056224899598393,30.79317269076305,996.0,996,0.22054380664652568,,,2017-04-01,0.3079317269076305,2.031045988684172,22.054380664652566,9.665125759836931
2017,2,14.0,1.2844036697247707,37.24770642201835,218.0,218,0.3611111111111111,,,2017-04-01,0.37247706422018345,2.046783625730994,36.11111111111111,15.215086646279305
2017,2,15.0,0.19047619047619047,34.095238095238095,105.0,105,0.42857142857142855,,,2017-04-01,0.34095238095238095,0.2890173410404624,42.857142857142854,17.257142857142856
2017,2,16.0,0.2459016393442623,36.202185792349724,366.0,366,0.36585365853658536,,,2017-04-01,0.3620218579234972,0.3854389721627409,36.58536585365854,14.781687325069973
2017,2,17.0,0.0,32.291666666666664,48.0,48,0.3125,,,2017-04-01,0.32291666666666663,0.0,31.25,12.5
2017,2,18.0,2.5,39.166666666666664,12.0,12,0.0,,,2017-04-01,0.39166666666666666,4.10958904109589,0.0,1.5
2017,2,19.0,0.0,12.5,12.0,12,0.25,,,2017-04-01,0.125,0.0,25.0,10.0
2017,3,1.0,1.5673289183222958,37.207505518763796,906.0,906,0.271523178807947,,,2017-07-01,0.37207505518763795,2.4960449991211107,27.1523178807947,11.801324503311259
2017,3,2.0,3.591549295774648,33.59154929577465,142.0,142,0.19718309859154928,,,2017-07-01,0.3359154929577465,5.408271474019088,19.718309859154928,10.04225352112676
2017,3,3.0,2.0634920634920637,45.23809523809524,126.0,126,0.2857142857142857,,,2017-07-01,0.4523809523809524,3.7681159420289854,28.57142857142857,12.666666666666668
2017,3,4.0,3.888888888888889,30.462962962962962,108.0,108,0.25925925925925924,,,2017-07-01,0.30462962962962964,5.592543275632489,25.925925925925924,12.703703703703702
2017,3,5.0,1.2037037037037037,36.75925925925926,216.0,216,0.21296296296296297,,,2017-07-01,0.3675925925925926,1.9033674963396778,21.296296296296298,9.24074074074074
2017,3,6.0,3.5294117647058822,36.1764705882353,68.0,68,0.3235294117647059,,,2017-07-01,0.361764705882353,5.529953917050691,32.35294117647059,15.058823529411764
2017,3,7.0,1.990950226244344,32.98642533936651,221.0,221,0.22727272727272727,,,2017-07-01,0.3298642533936651,2.9709655638082375,22.727272727272727,10.285479226655697
2017,3,8.0,3.206896551724138,38.13793103448276,290.0,290,0.2482758620689655,,,2017-07-01,0.38137931034482764,5.183946488294315,24.82758620689655,11.855172413793104
2017,3,9.0,5.454545454545454,29.584415584415584,770.0,770,0.2571428571428571,,,2017-07-01,0.29584415584415585,7.746219107340464,25.71428571428571,13.558441558441558
2017,3,10.0,2.9469548133595285,36.07072691552063,509.0,509,0.22440944881889763,,,2017-07-01,0.3607072691552063,4.609711124769514,22.440944881889763,10.744550840771623
2017,3,11.0,2.5396825396825395,45.79365079365079,126.0,126,0.12698412698412698,,,2017-07-01,0.4579365079365079,4.685212298682283,12.698412698412698,6.603174603174603
2017,3,12.0,2.408536585365854,37.40853658536585,328.0,328,0.23780487804878048,,,2017-07-01,0.37408536585365854,3.8480272771553823,23.78048780487805,10.957317073170733
2017,3,13.0,4.631578947368421,30.93233082706767,665.0,665,0.20481927710843373,,,2017-07-01,0.3093233082706767,6.705856738515132,20.481927710843372,10.971718452758402
2017,3,14.0,2.1527777777777777,42.22222222222222,144.0,144,0.19444444444444445,,,2017-07-01,0.4222222222222222,3.7259615384615388,19.444444444444446,9.069444444444445
2017,3,15.0,5.571428571428571,28.857142857142858,70.0,70,0.34285714285714286,,,2017-07-01,0.2885714285714286,7.831325301204819,34.285714285714285,17.057142857142857
2017,3,16.0,0.9795918367346939,35.3469387755102,245.0,245,0.3770491803278688,,,2017-07-01,0.35346938775510206,1.5151515151515151,37.704918032786885,15.669722315155571
2017,3,17.0,3.823529411764706,34.705882352941174,34.0,34,0.17647058823529413,,,2017-07-01,0.34705882352941175,5.855855855855856,17.647058823529413,9.352941176470589
2017,3,18.0,10.0,42.5,8.0,8,0.25,,,2017-07-01,0.425,17.39130434782609,25.0,16.0
2017,3,19.0,6.25,31.25,8.0,8,0.5,,,2017-07-01,0.3125,9.090909090909092,50.0,23.75
2017,4,1.0,8.153618906942393,33.10930576070901,1354.0,1354,0.3053097345132743,,,2017-10-01,0.3310930576070901,12.1894667108314,30.53097345132743,17.10456072469641
2017,4,2.0,18.058252427184467,26.40776699029126,206.0,206,0.2676056338028169,,,2017-10-01,0.2640776699029126,24.53825857519789,26.76056338028169,21.539176808423356
2017,4,3.0,9.153439153439153,37.56613756613756,189.0,189,0.31746031746031744,,,2017-10-01,0.37566137566137564,14.661016949152541,31.746031746031743,18.19047619047619
2017,4,4.0,12.160493827160494,25.493827160493826,162.0,162,0.37037037037037035,,,2017-10-01,0.25493827160493826,16.32145816072908,37.03703703703704,22.111111111111114
2017,4,5.0,5.758513931888545,38.142414860681114,323.0,323,0.22018348623853212,,,2017-10-01,0.3814241486068111,9.309309309309308,22.018348623853214,12.262447808674413
2017,4,6.0,14.901960784313726,33.13725490196079,102.0,102,0.35294117647058826,,,2017-10-01,0.3313725490196079,22.287390029325515,35.294117647058826,23.058823529411768
2017,4,7.0,10.666666666666666,33.0,330.0,330,0.3063063063063063,,,2017-10-01,0.33,15.92039800995025,30.630630630630627,18.65225225225225
2017,4,8.0,14.206896551724139,33.10344827586207,435.0,435,0.30344827586206896,,,2017-10-01,0.3310344827586207,21.23711340206186,30.344827586206897,20.662068965517243
2017,4,9.0,11.951219512195122,22.752613240418118,1148.0,1148,0.3151041666666667,,,2017-10-01,0.22752613240418118,15.471357690572846,31.510416666666668,19.774898373983742
2017,4,10.0,10.0,33.36856010568032,757.0,757,0.2637795275590551,,,2017-10-01,0.33368560105680317,15.007930214115783,26.37795275590551,16.551181102362207
2017,4,11.0,14.55026455026455,41.48148148148148,189.0,189,0.23809523809523808,,,2017-10-01,0.4148148148148148,24.864376130198913,23.809523809523807,18.253968253968253
2017,4,12.0,9.369918699186991,34.59349593495935,492.0,492,0.27439024390243905,,,2017-10-01,0.3459349593495935,14.325668116842758,27.439024390243905,16.597560975609756
2017,4,13.0,13.292929292929292,28.151515151515152,990.0,990,0.21100917431192662,,,2017-10-01,0.2815151515151515,18.501335582735834,21.100917431192663,16.41612454823464
2017,4,14.0,7.752293577981652,38.669724770642205,218.0,218,0.3611111111111111,,,2017-10-01,0.38669724770642205,12.640239341810025,36.11111111111111,19.095820591233434
2017,4,15.0,6.380952380952381,30.857142857142858,105.0,105,0.4857142857142857,,,2017-10-01,0.30857142857142855,9.228650137741047,48.57142857142857,23.25714285714286
2017,4,16.0,5.486486486486487,34.78378378378378,370.0,370,0.3709677419354839,,,2017-10-01,0.34783783783783784,8.41276419394944,37.096774193548384,18.130601569311246
2017,4,17.0,16.666666666666668,28.235294117647058,51.0,51,0.17647058823529413,,,2017-10-01,0.2823529411764706,23.224043715846996,17.647058823529413,17.058823529411764
2017,4,18.0,4.166666666666667,35.833333333333336,12.0,12,0.25,,,2017-10-01,0.35833333333333334,6.493506493506494,25.0,12.5
2017,4,19.0,4.166666666666667,29.166666666666668,12.0,12,0.0,,,2017-10-01,0.2916666666666667,5.882352941176472,0.0,2.5
2018,1,1.0,2.6135105204872646,35.647840531561464,903.0,903,,,,2018-01-01,0.35647840531561464,4.061263121665807,,2.6135105204872646
2018,1,2.0,4.577464788732394,29.366197183098592,142.0,142,,,,2018-01-01,0.2936619718309859,6.480558325024925,,4.577464788732394
2018,1,3.0,6.587301587301587,40.07936507936508,126.0,126,,,,2018-01-01,0.4007936507936508,10.993377483443709,,6.587301587301587
2018,1,4.0,2.7358490566037736,27.07547169811321,106.0,106,,,,2018-01-01,0.27075471698113207,3.751617076326003,,2.7358490566037736
2018,1,5.0,1.5420560747663552,39.39252336448598,214.0,214,,,,2018-01-01,0.3939252336448598,2.544333076329992,,1.5420560747663552
2018,1,6.0,8.235294117647058,30.735294117647058,68.0,68,,,,2018-01-01,0.3073529411764706,11.889596602972398,,8.235294117647058
2018,1,7.0,4.08256880733945,33.48623853211009,218.0,218,,,,2018-01-01,0.3348623853211009,6.137931034482759,,4.08256880733945
2018,1,8.0,7.048611111111111,34.826388888888886,288.0,288,,,,2018-01-01,0.3482638888888889,10.8151305274374,,7.048611111111111
2018,1,9.0,6.859395532194481,22.680683311432325,761.0,761,,,,2018-01-01,0.22680683311432326,8.871515975526853,,6.859395532194481
2018,1,10.0,4.960159362549801,33.80478087649402,502.0,502,,,,2018-01-01,0.3380478087649402,7.4932290099307854,,4.960159362549801
2018,1,11.0,4.0476190476190474,42.698412698412696,126.0,126,,,,2018-01-01,0.42698412698412697,7.063711911357341,,4.0476190476190474
2018,1,12.0,4.220183486238532,37.920489296636084,327.0,327,,,,2018-01-01,0.37920489296636084,6.7980295566502456,,4.220183486238532
2018,1,13.0,6.457399103139013,29.446935724962632,669.0,669,,,,2018-01-01,0.2944693572496263,9.152542372881356,,6.457399103139013
2018,1,14.0,3.4285714285714284,38.357142857142854,140.0,140,,,,2018-01-01,0.38357142857142856,5.5619930475086905,,3.4285714285714284
2018,1,15.0,4.714285714285714,32.142857142857146,70.0,70,,,,2018-01-01,0.32142857142857145,6.947368421052632,,4.714285714285714
2018,1,16.0,2.096774193548387,29.516129032258064,248.0,248,,,,2018-01-01,0.29516129032258065,2.974828375286041,,2.096774193548387
2018,1,17.0,6.25,37.5,32.0,32,,,,2018-01-01,0.375,10.0,,6.25
2018,1,18.0,11.25,42.5,8.0,8,,,,2018-01-01,0.425,19.565217391304348,,11.25
2018,1,19.0,0.0,25.0,4.0,4,,,,2018-01-01,0.25,0.0,,0.0
2018,2,1.0,3.0950626381724393,33.84672070744289,1357.0,1357,0.3622222222222222,,,2018-04-01,0.3384672070744289,4.678623148045004,36.22222222222222,16.345926471792353
2018,2,2.0,4.084507042253521,27.84037558685446,213.0,213,0.2112676056338028,,,2018-04-01,0.2784037558685446,5.660377358490566,21.12676056338028,10.901408450704224
2018,2,3.0,3.492063492063492,38.888888888888886,189.0,189,0.3333333333333333,,,2018-04-01,0.38888888888888884,5.7142857142857135,33.33333333333333,15.428571428571427
2018,2,4.0,6.024844720496894,25.714285714285715,161.0,161,0.37735849056603776,,,2018-04-01,0.2571428571428572,8.110367892976587,37.735849056603776,18.70924645493965
2018,2,5.0,1.6927899686520376,37.96238244514107,319.0,319,0.29523809523809524,,,2018-04-01,0.3796238244514107,2.7286508337544215,29.523809523809526,12.825197790715032
2018,2,6.0,4.411764705882353,31.862745098039216,102.0,102,0.3235294117647059,,,2018-04-01,0.31862745098039214,6.474820143884893,32.35294117647059,15.588235294117647
2018,2,7.0,4.042553191489362,31.124620060790274,329.0,329,0.37272727272727274,,,2018-04-01,0.31124620060790276,5.869373345101501,37.27272727272727,17.334622823984528
2018,2,8.0,5.7109557109557105,34.032634032634036,429.0,429,0.32167832167832167,,,2018-04-01,0.34032634032634035,8.657243816254416,32.16783216783217,16.293706293706293
