Periodo,Dominio,Score,IPA27_Geom,IPA27_Aritm,Penalizacion_Deseq,Es_Cuello_Botella
2020Q4,Economías Abiertas,38.549402225592196,53.43393559803189,54.81327216248402,1.3793365644521316,True
2020Q4,Personas Empoderadas,65.0621382013833,53.43393559803189,54.81327216248402,1.3793365644521316,False
2021Q1,Sociedades Inclusivas,61.893518563964676,54.42592903054358,55.64623542746793,1.2203063969243502,False
2021Q1,Economías Abiertas,40.11957500119304,54.42592903054358,55.64623542746793,1.2203063969243502,True
2021Q1,Personas Empoderadas,64.92561271724607,54.42592903054358,55.64623542746793,1.2203063969243502,False
2021Q2,Sociedades Inclusivas,61.87949656629527,53.81204704153579,55.210352745891804,1.3983057043560123,False
2021Q2,Economías Abiertas,38.72710560361342,53.81204704153579,55.210352745891804,1.3983057043560123,True
2021Q2,Personas Empoderadas,65.0244560677667,53.81204704153579,55.210352745891804,1.3983057043560123,False
2021Q3,Sociedades Inclusivas,60.34905247743654,54.75850844133206,55.76086552096482,1.002357079632759,False
2021Q3,Economías Abiertas,41.72060568643647,54.75850844133206,55.76086552096482,1.002357079632759,True
2021Q3,Personas Empoderadas,65.21293839902147,54.75850844133206,55.76086552096482,1.002357079632759,False
2021Q4,Sociedades Inclusivas,59.31031878143089,55.089232497723366,55.958508602423485,0.8692761047001198,False
2021Q4,Economías Abiertas,42.979311563833896,55.089232497723366,55.958508602423485,0.8692761047001198,True
2021Q4,Personas Empoderadas,65.58589546200568,55.089232497723366,55.958508602423485,0.8692761047001198,False
2022Q1,Sociedades Inclusivas,57.79349782008071,56.36599700637714,56.917615177734355,0.5516181713572124,False
2022Q1,Economías Abiertas,46.92441241973855,56.36599700637714,56.917615177734355,0.5516181713572124,True
2022Q1,Personas Empoderadas,66.0349352933838,56.36599700637714,56.917615177734355,0.5516181713572124,False
2022Q2,Sociedades Inclusivas,56.745900710171625,56.21975321204532,56.7731005314541,0.553347319408779,False
2022Q2,Economías Abiertas,47.12366189506523,56.21975321204532,56.7731005314541,0.553347319408779,True
2022Q2,Personas Empoderadas,66.44973898912544,56.21975321204532,56.7731005314541,0.553347319408779,False
2022Q3,Sociedades Inclusivas,56.38903152706941,55.85755824387945,56.495260912293794,0.6377026684143416,False
2022Q3,Economías Abiertas,46.20144519727276,55.85755824387945,56.495260912293794,0.6377026684143416,True
2022Q3,Personas Empoderadas,66.89530601253922,55.85755824387945,56.495260912293794,0.6377026684143416,False
2022Q4,Sociedades Inclusivas,54.8682977655486,55.28913004452221,55.94467816801015,0.6555481234879394,False
2022Q4,Economías Abiertas,45.99570433888075,55.28913004452221,55.94467816801015,0.6555481234879394,True
2022Q4,Personas Empoderadas,66.97003239960111,55.28913004452221,55.94467816801015,0.6555481234879394,False
2023Q1,Sociedades Inclusivas,52.6927720731622,53.11070110446105,54.09319636430006,0.9824952598390126,False
2023Q1,Economías Abiertas,42.17602009380001,53.11070110446105,54.09319636430006,0.9824952598390126,True
2023Q1,Personas Empoderadas,67.41079692593797,53.11070110446105,54.09319636430006,0.9824952598390126,False
2023Q2,Sociedades Inclusivas,53.59853187787626,53.465220652951174,54.49899189859502,1.0337712456438481,False
2023Q2,Economías Abiertas,41.98785796426287,53.465220652951174,54.49899189859502,1.0337712456438481,True
2023Q2,Personas Empoderadas,67.91058585364594,53.465220652951174,54.49899189859502,1.0337712456438481,False
2023Q3,Sociedades Inclusivas,54.01191938527704,53.57663507407016,54.69244263161361,1.115807557543448,False
2023Q3,Economías Abiertas,41.56883278466416,53.57663507407016,54.69244263161361,1.115807557543448,True
2023Q3,Personas Empoderadas,68.49657572489964,53.57663507407016,54.69244263161361,1.115807557543448,False
2023Q4,Sociedades Inclusivas,50.74152382178425,52.56466038583922,53.63857416442232,1.0739137785831048,False
2023Q4,Economías Abiertas,41.96196368668215,52.56466038583922,53.63857416442232,1.0739137785831048,True
2023Q4,Personas Empoderadas,68.21223498480056,52.56466038583922,53.63857416442232,1.0739137785831048,False
2024Q1,Sociedades Inclusivas,51.81056568550372,53.591910554539865,54.51067990047886,0.9187693459389976,False
2024Q1,Economías Abiertas,43.630401872679954,53.591910554539865,54.51067990047886,0.9187693459389976,True
2024Q1,Personas Empoderadas,68.09107214325293,53.591910554539865,54.51067990047886,0.9187693459389976,False
2024Q2,Sociedades Inclusivas,52.74788515322018,55.0465416867338,55.775500452619774,0.7289587658859702,False
2024Q2,Economías Abiertas,46.33960959922891,55.0465416867338,55.775500452619774,0.7289587658859702,True
2024Q2,Personas Empoderadas,68.23900660541022,55.0465416867338,55.775500452619774,0.7289587658859702,False
2024Q3,Sociedades Inclusivas,53.889244948113955,55.10966934695739,55.92868919966107,0.8190198527036827,False
2024Q3,Economías Abiertas,45.2323733833588,55.10966934695739,55.92868919966107,0.8190198527036827,True
2024Q3,Personas Empoderadas,68.66444926751045,55.10966934695739,55.92868919966107,0.8190198527036827,False
2024Q4,Sociedades Inclusivas,52.618315010114664,55.3536135913498,56.01682546908787,0.6632118777380711,False
2024Q4,Economías Abiertas,47.33128511549519,55.3536135913498,56.01682546908787,0.6632118777380711,True
2024Q4,Personas Empoderadas,68.10087628165373,55.3536135913498,56.01682546908787,0.6632118777380711,False
