ESTU,CCAA,ABSTENCION_HOMOG,N_MUESTRA,FECHA,TERRITORIO,ABSTENCION_ESCALA,FUENTE_HOMOG
3562.0,6.0,11.614223847862267,109,2026-05,Cantabria,11.614223847862267,Escala 0-10
3562.0,7.0,19.70990089310887,164,2026-05,Castilla-La Mancha,19.70990089310887,Escala 0-10
3562.0,8.0,13.947467979814622,199,2026-05,Castilla y León,13.947467979814622,Escala 0-10
3562.0,9.0,14.816310232110046,584,2026-05,Cataluña,14.816310232110046,Escala 0-10
3562.0,10.0,14.470847768510696,380,2026-05,C. Valenciana,14.470847768510696,Escala 0-10
3562.0,11.0,9.526114250529208,96,2026-05,Extremadura,9.526114250529208,Escala 0-10
3562.0,12.0,18.257165410897933,235,2026-05,Galicia,18.257165410897933,Escala 0-10
3562.0,13.0,10.881160629748765,550,2026-05,Madrid,10.881160629748765,Escala 0-10
3562.0,14.0,10.172890262994935,117,2026-05,Murcia,10.172890262994935,Escala 0-10
3562.0,15.0,19.142996134517198,98,2026-05,Navarra,19.142996134517198,Escala 0-10
3562.0,16.0,17.34864193615849,174,2026-05,País Vasco,17.34864193615849,Escala 0-10
3562.0,17.0,17.344427932697283,88,2026-05,La Rioja,17.344427932697283,Escala 0-10
3567.0,1.0,8.301716179236575,687,2026-06,Andalucía,8.301716179236575,Escala 0-10
3567.0,2.0,14.331046858497597,107,2026-06,Aragón,14.331046858497597,Escala 0-10
3567.0,3.0,13.101023988693813,103,2026-06,Asturias,13.101023988693813,Escala 0-10
3567.0,4.0,9.386037677544563,98,2026-06,Baleares,9.386037677544563,Escala 0-10
3567.0,5.0,13.998582555542713,186,2026-06,Canarias,13.998582555542713,Escala 0-10
3567.0,6.0,19.749175739168443,107,2026-06,Cantabria,19.749175739168443,Escala 0-10
3567.0,7.0,20.223410969815138,165,2026-06,Castilla-La Mancha,20.223410969815138,Escala 0-10
3567.0,8.0,13.255998592012432,194,2026-06,Castilla y León,13.255998592012432,Escala 0-10
3567.0,9.0,14.613911365166638,595,2026-06,Cataluña,14.613911365166638,Escala 0-10
3567.0,10.0,11.141104662887402,386,2026-06,C. Valenciana,11.141104662887402,Escala 0-10
3567.0,11.0,12.662385798049083,97,2026-06,Extremadura,12.662385798049083,Escala 0-10
3567.0,12.0,9.635201094668197,234,2026-06,Galicia,9.635201094668197,Escala 0-10
3567.0,13.0,13.434145238961376,529,2026-06,Madrid,13.434145238961376,Escala 0-10
3567.0,14.0,11.87674225514226,120,2026-06,Murcia,11.87674225514226,Escala 0-10
3567.0,15.0,21.15395803407295,99,2026-06,Navarra,21.15395803407295,Escala 0-10
3567.0,16.0,20.26604333891284,192,2026-06,País Vasco,20.26604333891284,Escala 0-10
3567.0,17.0,10.164275460083651,90,2026-06,La Rioja,10.164275460083651,Escala 0-10
