Periodo,AUX_IPC_ESP,AUX_IPC_AND,AUX_IPC_ARA,AUX_IPC_AST,AUX_IPC_BAL,AUX_IPC_CAN,AUX_IPC_CANT,AUX_IPC_CAT,AUX_IPC_CLM,AUX_IPC_CYL,AUX_IPC_EXT,AUX_IPC_GAL,AUX_IPC_MAD,AUX_IPC_MUR,AUX_IPC_NAV,AUX_IPC_PV,AUX_IPC_RIO,AUX_IPC_VAL,CON_OCI_ESP,CON_OCI_AND,CON_OCI_ARA,CON_OCI_AST,CON_OCI_BAL,CON_OCI_CAN,CON_OCI_CANT,CON_OCI_CAT,CON_OCI_CLM,CON_OCI_CYL,CON_OCI_EXT,CON_OCI_GAL,CON_OCI_MAD,CON_OCI_MUR,CON_OCI_NAV,CON_OCI_PV,CON_OCI_RIO,CON_OCI_VAL,EMP_SOC_ESP,EMP_SOC_AND,EMP_SOC_ARA,EMP_SOC_AST,EMP_SOC_BAL,EMP_SOC_CAN,EMP_SOC_CANT,EMP_SOC_CAT,EMP_SOC_CLM,EMP_SOC_CYL,EMP_SOC_EXT,EMP_SOC_GAL,EMP_SOC_MAD,EMP_SOC_MUR,EMP_SOC_NAV,EMP_SOC_PV,EMP_SOC_RIO,EMP_SOC_VAL,GOB_DES_ESP,GOB_DES_AND,GOB_DES_ARA,GOB_DES_AST,GOB_DES_BAL,GOB_DES_CAN,GOB_DES_CANT,GOB_DES_CAT,GOB_DES_CLM,GOB_DES_CYL,GOB_DES_EXT,GOB_DES_GAL,GOB_DES_MAD,GOB_DES_MUR,GOB_DES_NAV,GOB_DES_PV,GOB_DES_RIO,GOB_DES_VAL,INF_TRA_ESP,INF_TRA_AND,INF_TRA_ARA,INF_TRA_AST,INF_TRA_BAL,INF_TRA_CAN,INF_TRA_CANT,INF_TRA_CAT,INF_TRA_CLM,INF_TRA_CYL,INF_TRA_EXT,INF_TRA_GAL,INF_TRA_MAD,INF_TRA_MUR,INF_TRA_NAV,INF_TRA_PV,INF_TRA_RIO,INF_TRA_VAL,INV_HIP_ESP,INV_HIP_AND,INV_HIP_ARA,INV_HIP_AST,INV_HIP_BAL,INV_HIP_CAN,INV_HIP_CANT,INV_HIP_CAT,INV_HIP_CLM,INV_HIP_CYL,INV_HIP_EXT,INV_HIP_GAL,INV_HIP_MAD,INV_HIP_MUR,INV_HIP_NAV,INV_HIP_PV,INV_HIP_RIO,INV_HIP_VAL,SOC_ASO_ESP,SOC_ASO_AND,SOC_ASO_ARA,SOC_ASO_AST,SOC_ASO_BAL,SOC_ASO_CAN,SOC_ASO_CANT,SOC_ASO_CAT,SOC_ASO_CLM,SOC_ASO_CYL,SOC_ASO_EXT,SOC_ASO_GAL,SOC_ASO_MAD,SOC_ASO_MUR,SOC_ASO_NAV,SOC_ASO_PV,SOC_ASO_RIO,SOC_ASO_VAL
2014-06-01,79.737,79.419,79.836,80.361,78.84,80.705,79.984,79.6,78.973,79.219,80.01,79.315,80.718,80.889,79.459,78.72,79.975,79.673,1181035.6,127336.8,25307.4,20718.7,21249.4,29686.8,9488.1,242700.4,21381.8,37862.7,13123.2,52290.60000000001,384225.2,22045.8,13413.8,62929.7,5033.2,90185.6,7530.0,1257.0,188.0,101.0,269.0,298.0,67.0,1243.0,229.0,240.0,82.0,342.0,1641.0,222.0,83.0,303.0,26.0,923.0,,,,,,,,,,,,,,,,,,,135998.0,17546.0,10050.0,2689.0,1949.98,4416.0,1035.22,22114.0,1578.0,5347.0,903.0,4917.0,38567.0,1303.0,1122.64,6784.0,556.36,10457.0,26168.0,4780.0,744.0,453.0,785.0,1165.0,219.0,3369.0,999.0,1253.0,813.0,1251.0,4498.0,844.0,518.0,1333.0,158.0,2880.0,671388.2,100928.0,22213.1,15326.1,18848.5,27985.1,9207.9,119306.9,27743.8,36119.2,13173.3,40735.6,105350.3,18725.9,9566.2,35197.2,4877.7,64912.2
2014-07-01,78.987,78.501,79.094,79.419,78.434,80.045,79.476,78.961,78.022,78.428,78.973,78.385,80.2,79.888,78.87,78.018,78.86,78.842,1183224.0,127712.2,25145.6,20896.3,21611.1,29889.1,9598.8,242499.3,21530.6,38150.8,13237.9,52452.6,384321.6,22142.9,13430.1,62840.8,5053.1,90627.9,7966.0,1304.0,160.0,114.0,230.0,268.0,53.0,1509.0,241.0,260.0,100.0,338.0,1798.0,208.0,56.0,280.0,24.0,1009.0,,,,,,,,,,,,,,,,,,,129633.0,16496.0,8893.0,2688.0,2194.8,4354.0,1165.19,22694.0,1368.0,4870.0,774.0,4879.0,33738.0,1095.0,1263.58,6428.0,626.21,10858.0,27079.0,4760.0,826.0,658.0,752.0,1642.0,321.0,4172.0,1183.0,1270.0,533.0,1042.0,4191.0,826.0,373.0,1431.0,296.0,2734.0,674293.5,101129.2,22219.6,15413.8,19427.0,28229.2,9434.8,119467.1,27940.0,36284.9,13254.0,41204.6,105207.4,18791.8,9547.9,35359.7,4873.7,65411.1
2014-08-01,79.112,78.627,79.247,79.584,78.469,80.047,79.608,79.091,78.101,78.556,79.058,78.531,80.348,79.969,78.724,78.163,79.016,79.013,1172145.6,126816.9,25035.1,20928.0,21567.4,29691.9,9597.9,238924.7,21392.5,38068.6,13159.5,52310.4,380860.8,22040.0,13399.1,61961.5,5024.6,89292.0,5111.0,802.0,104.0,88.0,167.0,244.0,52.0,1059.0,150.0,179.0,64.0,262.0,921.0,147.0,43.0,182.0,31.0,602.0,,,,,,,,,,,,,,,,,,,94539.0,13511.0,6497.0,2496.0,1777.92,3718.0,943.88,15088.0,1057.0,3887.0,593.0,4139.0,22069.0,654.0,1023.58,5472.0,507.27,6854.0,23856.0,4364.0,1072.0,432.0,1113.0,982.0,351.0,3168.0,913.0,1562.0,411.0,1363.0,3619.0,657.0,278.0,1172.0,127.0,2181.0,667480.2,100595.5,22050.3,15404.3,19400.3,28351.7,9510.0,116924.6,27654.1,36149.3,13283.9,41209.3,104135.7,18394.7,9568.6,34399.9,4838.3,64635.3
2014-09-01,79.233,78.897,79.272,79.635,78.454,80.126,79.604,79.045,78.368,78.854,79.388,78.738,80.44,80.037,78.929,78.339,79.262,79.065,1181956.6,127762.6,25207.5,20922.2,21450.7,29817.9,9560.8,241527.7,21431.4,38262.1,13188.2,52905.9,384791.6,22131.3,13396.0,62366.3,5048.6,90139.8,6627.0,1197.0,147.0,96.0,182.0,253.0,55.0,1024.0,190.0,205.0,85.0,341.0,1553.0,191.0,71.0,204.0,27.0,791.0,,,,,,,,,,,,,,,,,,,134345.0,17661.0,9831.0,2732.0,2009.35,4473.0,1066.74,21402.0,1562.0,5459.0,924.0,5219.0,36619.0,1458.0,1156.82,7072.0,573.3,10322.0,30334.0,6027.0,1031.0,484.0,688.0,968.0,238.0,4052.0,1099.0,1662.0,536.0,1773.0,5428.0,951.0,568.0,1481.0,153.0,3020.0,666661.9,99972.2,22100.7,15333.2,19049.4,28056.2,9398.0,117694.3,27605.4,35636.9,13237.9,41009.7,104529.3,18497.9,9468.4,34836.2,4792.2,64331.1
2014-10-01,79.602,79.314,79.743,80.129,78.401,80.397,79.911,79.323,78.925,79.232,80.0,79.301,80.717,80.579,79.176,78.897,79.8,79.374,1193710.4,128909.5,25393.3,21083.0,21261.6,29968.1,9572.6,245514.9,21648.5,38398.8,13240.7,53229.1,388294.6,22371.4,13494.7,62989.5,5177.5,91137.4,7980.0,1369.0,132.0,101.0,201.0,318.0,75.0,1514.0,236.0,248.0,92.0,387.0,1714.0,267.0,80.0,289.0,26.0,922.0,,,,,,,,,,,,,,,,,,,157759.0,20573.0,12331.0,2954.0,2105.73,5051.0,1117.91,26262.0,1875.0,6074.0,1101.0,5839.0,43769.0,1858.0,1212.31,7648.0,600.8,12352.0,27640.0,5935.0,812.0,521.0,932.0,1105.0,288.0,3773.0,1151.0,1184.0,556.0,1350.0,4115.0,767.0,586.0,1219.0,181.0,3075.0,674724.1,100775.3,22392.9,15373.0,18272.0,28272.2,9272.1,120258.1,27791.9,35974.4,13263.8,41273.6,105778.6,18717.4,9569.1,36338.1,4795.0,65351.1
2014-11-01,79.547,79.264,79.678,80.357,78.48,80.346,80.118,79.284,78.802,79.158,79.793,79.295,80.484,80.662,79.377,78.873,79.895,79.355,1202091.4,129744.5,25380.0,21307.2,20946.4,30338.5,9625.6,247878.1,21748.5,38635.2,13326.1,53478.8,390890.8000000001,22547.8,13544.4,63372.5,5057.1,92257.7,7352.0,1240.0,173.0,121.0,201.0,266.0,68.0,1422.0,207.0,218.0,90.0,338.0,1611.0,209.0,63.0,263.0,29.0,816.0,,,,,,,,,,,,,,,,,,,139781.0,18575.0,10431.0,2722.0,1836.46,4571.0,974.95,22514.0,1693.0,5734.0,1008.0,5145.0,39203.0,1613.0,1057.28,7221.0,523.97,10567.0,25183.0,5151.0,783.0,450.0,653.0,1260.0,272.0,3369.0,1054.0,1061.0,466.0,1354.0,3729.0,665.0,341.0,1659.0,260.0,2606.0,674949.2,100801.2,22353.7,15381.4,16845.3,28519.6,9233.5,120699.5,27694.0,35918.3,13220.3,41070.8,106250.7,18786.3,9563.6,36928.3,4809.0,65544.0
2014-12-01,79.083,78.738,79.098,79.819,78.096,80.081,79.573,78.973,78.186,78.646,79.315,78.701,80.069,80.071,78.831,78.343,79.484,78.837,1205954.7,129891.5,25408.1,21425.3,20851.0,30386.9,9650.9,249199.0,21761.9,38539.3,13411.1,53720.1,392382.7,22594.1,13568.2,63357.4,5081.2,92698.6,7490.0,1194.0,163.0,120.0,205.0,247.0,64.0,1455.0,224.0,254.0,99.0,275.0,1569.0,213.0,59.0,338.0,31.0,966.0,,,,,,,,,,,,,,,,,,,137086.0,18674.0,10646.0,2720.0,1808.02,4612.0,959.86,21383.0,1582.0,5576.0,884.0,4971.0,38222.0,1468.0,1040.91,7271.0,515.86,10429.0,23377.0,4370.0,630.0,378.0,716.0,1157.0,292.0,3275.0,1063.0,1007.0,511.0,1035.0,4056.0,802.0,349.0,1186.0,173.0,2319.0,676205.5,100919.4,22416.7,15353.6,16468.2,28747.8,9228.4,120654.0,27703.7,35780.4,13203.1,41203.7,106755.8,18890.0,9606.1,37305.8,4853.1,65761.9
2015-01-01,77.812,77.401,77.705,78.278,77.152,78.993,78.099,77.886,76.664,77.033,77.916,77.196,78.99,78.522,77.225,76.981,77.671,77.682,1199132.0,129231.5,25189.1,21211.7,20834.0,30134.2,9641.9,247947.4,21789.3,38211.7,13435.2,53278.8,390054.3,22335.6,13479.1,63181.2,5080.099999999999,92056.8,8233.0,1397.0,170.0,121.0,272.0,295.0,76.0,1661.0,244.0,255.0,114.0,351.0,1671.0,256.0,67.0,244.0,34.0,992.0,,,,,,,,,,,,,,,,,,,133542.0,17446.0,9912.0,2641.0,1789.55,4463.0,942.59,21239.0,1494.0,5403.0,799.0,4828.0,37519.0,1460.0,1026.56,7069.0,506.51,10738.0,32983.0,5789.0,1200.0,575.0,950.0,2088.0,374.0,5487.0,1061.0,1624.0,585.0,1538.0,5012.0,973.0,438.0,1881.0,258.0,3022.0,668185.4,100054.6,22309.2,15184.8,16098.0,28590.7,9072.7,119435.6,26656.2,35452.9,12953.3,40631.6,105819.3,18646.2,9413.2,36832.4,4799.7,64842.4
2015-02-01,77.972,77.619,77.875,78.415,77.233,78.881,78.053,78.03,76.829,77.123,78.044,77.276,79.221,78.797,77.388,77.099,77.923,77.904,1209029.1,130381.6,25294.6,21298.7,21012.7,30429.1,9792.6,250307.0,21910.8,38226.6,13585.3,53651.5,392887.9,22607.4,13540.5,63797.4,5111.7,93152.5,8713.0,1450.0,179.0,111.0,281.0,299.0,54.0,1702.0,241.0,253.0,128.0,392.0,1845.0,241.0,84.0,295.0,30.0,1109.0,,,,,,,,,,,,,,,,,,,132316.0,17082.0,9908.0,2551.0,1724.31,4357.0,908.22,21156.0,1531.0,5328.0,891.0,4701.0,37591.0,1508.0,989.14,6863.0,488.05,10629.0,31619.0,5943.0,1003.0,539.0,938.0,984.0,370.0,4768.0,1165.0,1417.0,484.0,1333.0,5681.0,973.0,409.0,2089.0,217.0,3216.0,669079.0,100315.7,22333.1,15121.9,16264.6,28685.5,8992.9,119749.5,26398.3,35514.4,13043.3,40690.0,105840.4,18732.7,9408.6,36874.2,4793.1,64869.0
2015-03-01,78.47,78.115,78.415,78.837,77.704,79.481,78.526,78.545,77.384,77.615,78.496,77.766,79.695,79.264,78.034,77.585,78.233,78.385,1219154.7,131338.6,25422.9,21431.0,21338.6,30559.9,9864.3,252814.5,21941.4,38440.8,13987.1,53930.6,396005.3000000001,22799.2,13683.2,64341.7,5149.799999999999,94043.0,9916.0,1760.0,229.0,165.0,374.0,419.0,95.0,1839.0,302.0,292.0,148.0,408.0,1957.0,310.0,87.0,356.0,43.0,1113.0,,,,,,,,,,,,,,,,,,,145702.0,20042.0,10794.0,2903.0,1954.85,4763.0,1029.65,23628.0,1710.0,5931.0,1006.0,5236.0,40577.0,1586.0,1121.38,7332.0,553.3,10875.0,29988.0,5027.0,982.0,538.0,922.0,1451.0,450.0,4600.0,1093.0,1538.0,463.0,1439.0,5083.0,986.0,563.0,1574.0,227.0,2960.0,674735.9,101274.1,22569.8,15137.3,16720.8,28920.7,8993.6,120772.5,26605.4,35846.1,13214.3,40947.8,106577.1,18938.4,9488.4,36963.5,4832.6,65445.2
2015-04-01,79.191,78.908,79.174,79.683,78.336,80.005,79.085,79.257,78.112,78.322,79.338,78.492,80.249,80.286,78.667,78.286,79.304,79.238,1227958.0,133055.0,25577.8,21510.0,21708.2,30808.0,9894.2,254856.2,22071.4,38606.4,14149.5,54307.6,398505.8000000001,22918.1,13742.2,64371.0,5182.900000000001,94666.4,8284.0,1252.0,168.0,111.0,311.0,269.0,67.0,1677.0,243.0,260.0,89.0,356.0,1807.0,245.0,75.0,283.0,32.0,1017.0,,,,,,,,,,,,,,,,,,,139380.0,19964.0,10042.0,2799.0,1860.45,4601.0,979.93,22873.0,1598.0,5401.0,927.0,5089.0,39372.0,1503.0,1067.23,6524.0,526.58,9818.0,28921.0,5276.0,829.0,797.0,915.0,1111.0,247.0,4568.0,1017.0,1246.0,545.0,1321.0,4777.0,1258.0,430.0,1370.0,248.0,2777.0,680609.9,102851.7,22574.2,15215.3,17553.5,28890.6,9074.1,121764.1,26867.3,36104.3,13370.7,41208.8,107170.8,19102.2,9560.7,37033.1,4831.4,65978.4
2015-05-01,79.569,79.301,79.513,80.084,78.823,80.199,79.606,79.649,78.516,78.746,79.572,78.889,80.597,80.661,79.14,78.64,79.781,79.632,1237005.8,134006.4,25672.3,21668.9,22197.1,31146.5,9971.2,257256.3,22304.8,38726.9,14302.0,54490.2,400809.9,23074.8,13833.7,64792.0,5196.400000000001,95492.6,8064.0,1355.0,165.0,119.0,315.0,300.0,68.0,1706.0,187.0,259.0,93.0,350.0,1579.0,243.0,85.0,251.0,42.0,931.0,,,,,,,,,,,,,,,,,,,147327.0,19967.0,10733.0,2626.0,2009.18,4699.0,1058.27,24374.0,1693.0,5822.0,965.0,5136.0,40877.0,1577.0,1152.55,7283.0,568.68,11997.0,29791.0,5257.0,976.0,574.0,891.0,1641.0,412.0,4383.0,1062.0,1717.0,685.0,1273.0,4723.0,1006.0,440.0,1370.0,237.0,3058.0,688272.9,103799.3,22675.1,15407.1,18969.7,28941.0,9161.6,123131.0,27225.3,36356.4,13584.4,41405.3,108066.5,19376.2,9670.3,37277.1,4885.3,66852.7
2015-06-01,79.782,79.455,79.733,80.257,79.194,80.447,79.873,79.869,78.707,79.028,79.755,79.138,80.791,80.803,79.363,78.886,80.164,79.843,1244759.2,134738.8,25795.9,21816.5,22662.1,31324.5,9975.0,258989.0,22337.5,38856.4,14470.2,54597.60000000001,403114.2,23237.4,13907.4,65493.6,5208.900000000001,96183.0,8254.0,1440.0,144.0,122.0,263.0,322.0,79.0,1552.0,255.0,240.0,97.0,355.0,1774.0,260.0,95.0,270.0,28.0,940.0,,,,,,,,,,,,,,,,,,,141255.0,18355.0,10427.0,2729.0,2046.31,4595.0,1077.83,23444.0,1603.0,5546.0,902.0,5123.0,39123.0,1402.0,1173.85,7175.0,579.19,11076.0,32137.0,6184.0,960.0,564.0,1039.0,1767.0,361.0,3738.0,1070.0,1412.0,610.0,1375.0,5885.0,945.0,476.0,1717.0,251.0,3605.0,687784.6,103552.3,22435.4,15478.5,19926.1,28922.6,9209.4,122720.1,27105.1,36321.8,13554.4,41487.0,108994.2,19359.7,9574.9,36146.3,4830.8,66684.5
2015-07-01,79.041,78.561,78.894,79.409,78.937,79.809,79.359,79.244,77.749,78.243,78.734,78.281,80.188,79.889,78.778,78.213,79.007,79.047,1248540.1,135323.7,25876.8,21957.8,23074.4,31464.1,10091.7,258229.4,22431.7,38930.2,14418.0,54726.10000000001,404782.8,23391.6,13963.5,65636.9,5263.1,96939.1,8069.0,1358.0,168.0,95.0,244.0,315.0,59.0,1704.0,225.0,231.0,73.0,334.0,1769.0,243.0,36.0,279.0,35.0,887.0,,,,,,,,,,,,,,,,,,,131022.0,16832.0,8883.0,2768.0,2246.64,4489.0,1183.34,23423.0,1357.0,4935.0,761.0,4957.0,33780.0,1150.0,1288.77,6730.0,635.89,10247.0,34353.0,5572.0,1008.0,757.0,1648.0,1815.0,422.0,5002.0,1302.0,1567.0,754.0,1335.0,6024.0,987.0,461.0,1690.0,225.0,3743.0,690544.8,103588.8,22440.4,15533.3,20461.6,29571.7,9377.9,123094.0,27161.0,36442.4,13605.6,41853.9,109231.0,19370.9,9535.8,36126.5,4788.0,66922.2
2015-08-01,78.779,78.299,78.687,79.149,78.613,79.618,78.938,79.003,77.38,77.929,78.379,78.01,79.96,79.53,78.182,78.011,78.795,78.796,1235778.8,134218.6,25630.0,21943.9,22948.3,31365.8,10090.7,253707.0,22173.0,38768.6,14359.7,54590.60000000001,401402.0,23172.8,13954.5,64775.4,5228.099999999999,95422.2,5187.0,839.0,137.0,74.0,174.0,250.0,42.0,1153.0,178.0,126.0,80.0,213.0,944.0,109.0,41.0,173.0,32.0,611.0,,,,,,,,,,,,,,,,,,,100216.0,14109.0,6739.0,2554.0,1849.33,3878.0,974.08,15750.0,1105.0,3936.0,594.0,4183.0,23825.0,732.0,1060.85,5683.0,523.43,8312.0,29574.0,5566.0,890.0,677.0,975.0,1542.0,379.0,3673.0,1046.0,1380.0,598.0,1696.0,5009.0,869.0,385.0,1571.0,220.0,3054.0,681708.9,102303.1,22373.6,15537.5,20451.4,29555.8,9377.9,119625.7,26911.8,36341.1,13643.7,41775.1,108023.9,18996.0,9592.1,34976.5,4780.9,66193.1
2015-09-01,78.536,78.159,78.395,78.881,78.166,79.328,78.501,78.656,77.209,77.751,78.214,77.841,79.738,79.266,77.995,77.909,78.546,78.457,1246927.7,135082.7,25798.8,21965.4,22858.7,31911.4,10086.0,256373.5,22134.1,38982.1,14395.6,54915.9,406315.6,23271.5,13975.8,65387.5,5311.0,96052.2,6445.0,1088.0,168.0,85.0,194.0,231.0,54.0,1070.0,167.0,196.0,75.0,298.0,1582.0,196.0,63.0,194.0,25.0,748.0,,,,,,,,,,,,,,,,,,,137281.0,18109.0,9944.0,2685.0,2020.51,4686.0,1064.24,21975.0,1581.0,5545.0,916.0,5196.0,37739.0,1529.0,1159.05,7175.0,571.88,10569.0,36435.0,6821.0,1018.0,586.0,1217.0,1779.0,344.0,5052.0,1247.0,1475.0,651.0,1259.0,7149.0,1011.0,548.0,2064.0,164.0,3949.0,681436.1,101774.7,22379.5,15474.4,19902.5,29204.3,9198.4,120598.7,26797.4,36099.8,13522.6,41603.3,108485.3,19102.7,9559.2,35412.5,4781.7,66123.0
2015-10-01,79.039,78.706,79.054,79.407,78.241,79.716,78.956,79.078,77.944,78.289,79.054,78.498,80.098,79.984,78.402,78.555,79.221,78.96,1258728.4,135687.6,25886.1,22041.4,22668.9,31684.9,10089.8,260397.4,22248.3,39301.8,14478.6,55258.60000000001,411222.6,23451.1,14103.7,66112.5,5286.900000000001,96813.9,7444.0,1253.0,147.0,90.0,208.0,296.0,62.0,1493.0,193.0,260.0,75.0,286.0,1657.0,254.0,57.0,254.0,31.0,809.0,,,,,,,,,,,,,,,,,,,153378.0,20030.0,12258.0,2918.0,2088.68,4885.0,1100.14,25330.0,1805.0,5926.0,1059.0,5555.0,42976.0,1806.0,1198.15,7578.0,591.18,11295.0,29089.0,5322.0,701.0,477.0,1102.0,1268.0,327.0,4116.0,1063.0,1452.0,537.0,1213.0,4773.0,915.0,430.0,1954.0,314.0,3066.0,688745.8,102395.2,22720.2,15508.6,18903.6,29401.4,9076.7,123155.3,26882.1,36579.0,13453.0,41867.3,109397.0,19331.9,9715.0,37052.0,4789.1,66988.9
2015-11-01,79.329,79.019,79.339,80.025,78.594,79.871,79.565,79.3,78.242,78.626,79.278,78.875,80.295,80.415,78.993,78.827,79.776,79.242,1268960.9,136432.5,25929.1,22137.4,22376.1,31654.1,10147.4,263133.6,22263.5,39525.8,14582.6,55449.60000000001,415423.5,23752.0,14178.9,66819.2,5245.8,97934.2,7952.0,1322.0,169.0,114.0,231.0,293.0,71.0,1582.0,245.0,216.0,100.0,317.0,1702.0,210.0,67.0,264.0,51.0,974.0,,,,,,,,,,,,,,,,,,,147754.0,19042.0,10621.0,2840.0,1932.19,4953.0,1017.72,24474.0,1779.0,5771.0,1007.0,5298.0,42283.0,1771.0,1108.39,7480.0,546.89,11224.0,28503.0,5766.0,739.0,460.0,1259.0,1421.0,318.0,4560.0,1086.0,1290.0,577.0,1313.0,3732.0,730.0,347.0,1842.0,233.0,2754.0,689110.8,102451.9,22801.1,15541.8,17338.8,29805.5,9044.1,123061.8,26955.7,36560.2,13477.7,41902.9,109693.2,19517.7,9761.5,37589.8,4817.5,67272.0
2015-12-01,79.097,78.714,79.025,79.696,78.351,79.782,79.281,79.194,77.933,78.377,79.091,78.574,80.082,80.004,78.787,78.583,79.532,78.994,1274949.0,137077.0,26101.5,22176.2,22326.5,31812.2,10172.1,265465.6,22290.1,39612.8,14513.3,55617.4,417152.0,23764.5,14189.5,66869.6,5261.2,98554.2,8083.0,1379.0,158.0,125.0,241.0,288.0,78.0,1755.0,252.0,259.0,93.0,308.0,1660.0,229.0,63.0,274.0,42.0,860.0,,,,,,,,,,,,,,,,,,,140217.0,18882.0,9536.0,2767.0,1886.25,4842.0,993.52,22445.0,1589.0,5507.0,846.0,5012.0,40287.0,1506.0,1082.03,7360.0,533.88,10646.0,28588.0,5664.0,791.0,517.0,892.0,1764.0,406.0,4388.0,1039.0,1168.0,486.0,1296.0,4418.0,881.0,404.0,1486.0,181.0,2747.0,690239.6,102903.9,22875.4,15626.9,16841.7,30021.9,9076.4,123199.1,27085.0,36402.3,13405.4,41936.0,109826.2,19607.3,9764.9,37954.9,4879.2,67313.9
2016-01-01,77.588,77.147,77.571,78.005,77.112,78.428,77.788,77.858,76.188,76.593,77.478,76.823,78.797,78.382,77.168,77.048,77.544,77.327,1266834.4,135823.3,25971.3,22154.3,22271.6,31622.8,10124.0,264499.0,22139.8,39435.3,14284.1,55097.0,414084.0,23648.7,14338.1,66438.9,5233.6,97689.8,9441.0,1570.0,168.0,130.0,277.0,345.0,89.0,2182.0,272.0,278.0,139.0,416.0,1822.0,327.0,57.0,237.0,57.0,1057.0,23.62446581196581,20.73008849557522,20.87962962962963,21.04166666666666,22.45283018867925,17.59259259259259,19.6078431372549,22.13228894691036,19.68036529680365,17.31563421828908,13.90625,20.21956087824352,21.50406504065041,18.79629629629629,21.33333333333333,20.26666666666667,20.19607843137255,20.13071895424837,134026.0,17651.0,8525.0,2657.0,1811.59,4726.0,944.41,21534.0,1509.0,5346.0,791.0,4727.0,38925.0,1438.0,1035.9,7350.0,509.14,10236.0,33237.0,6389.0,869.0,684.0,1041.0,1440.0,335.0,5208.0,1308.0,1809.0,650.0,1209.0,5669.0,892.0,460.0,1627.0,232.0,3326.0,680728.7,101542.2,22699.5,15394.1,16479.9,29756.9,8914.8,121487.9,26702.5,35868.8,13058.2,41517.1,108184.0,19375.2,9503.7,37561.1,4810.0,66398.4
2016-02-01,77.314,76.868,77.287,77.716,76.783,78.248,77.242,77.633,75.783,76.232,77.207,76.407,78.614,78.127,76.851,76.708,77.3,77.073,1274124.6,136150.6,26147.7,22252.0,22482.5,31922.2,10143.1,266319.2,22294.1,39602.7,14307.7,55320.1,416554.3000000001,23742.4,14456.9,66715.7,5252.099999999999,98442.3,10396.0,1655.0,367.0,137.0,377.0,344.0,96.0,2103.0,325.0,312.0,142.0,464.0,2048.0,286.0,91.0,330.0,66.0,1231.0,25.91471616895345,22.69031781226903,27.77777777777778,28.64583333333333,32.05128205128205,15.58641975308642,29.90196078431372,27.63272410791993,24.71264367816092,27.1386430678466,22.91666666666666,25.50200803212851,28.50467289719626,26.38888888888889,31.25,23.86666666666666,22.54901960784313,28.81806108897742,139142.0,17692.0,8815.0,2709.0,1819.59,4662.0,948.58,22484.0,1652.0,5647.0,956.0,4945.0,41517.0,1634.0,1040.47,7402.0,511.38,10378.0,36113.0,6919.0,1210.0,693.0,1041.0,1383.0,399.0,5226.0,1373.0,1730.0,655.0,1449.0,6057.0,1066.0,481.0,2309.0,254.0,3805.0,683879.8,102155.0,22977.0,15443.0,16676.2,29851.7,8960.1,122197.8,26822.6,36128.3,13131.1,41562.9,108202.0,19504.6,9528.3,37677.3,4807.2,66783.6
2016-03-01,77.81,77.463,77.755,78.146,77.18,78.747,77.655,78.077,76.332,76.796,77.76,76.921,79.051,78.65,77.483,77.24,77.612,77.53,1280697.4,136474.1,26272.3,22360.5,22784.7,32220.9,10175.6,268062.7,22488.4,39620.9,14310.0,55473.3,418876.2,23837.2,14514.8,66967.7,5264.700000000001,99022.0,9833.0,1640.0,256.0,178.0,370.0,364.0,97.0,1998.0,318.0,312.0,127.0,473.0,1968.0,255.0,81.0,270.0,49.0,1044.0,25.35468179975679,25.12934220251293,27.54629629629629,26.5625,37.10691823899371,21.68284789644013,22.54901960784313,27.13787085514834,25.11415525114155,29.35103244837758,18.75,21.98364008179959,27.70632368703108,22.76995305164319,28.09523809523809,19.06666666666666,25.49019607843137,24.18300653594772,142208.0,19861.0,8794.0,2786.0,1900.16,4807.0,990.58,23420.0,1644.0,5690.0,935.0,5070.0,40641.0,1530.0,1086.55,7157.0,534.03,10841.0,32414.0,6518.0,1055.0,483.0,910.0,2370.0,309.0,4721.0,1158.0,1285.0,684.0,1196.0,5162.0,755.0,434.0,2010.0,214.0,3093.0,690027.6,103540.3,23200.9,15512.9,17179.6,30046.4,9005.0,123115.2,27055.7,36590.1,13304.5,41665.3,108923.4,19731.1,9598.6,37776.5,4827.7,67515.6
