Periodo,Año,Trimestre,Region,Categoria_Unificada,Valor_Trimestral
2021-Q1,2021,1,ESP,RESTO DELITOS LIBERTAD SEXUAL,3022.0
2021-Q1,2021,1,ESP,ROBOS CON FUERZA,23359.0
2021-Q1,2021,1,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,11073.0
2021-Q1,2021,1,ESP,ROBOS EN DOMICILIOS,16465.0
2021-Q1,2021,1,ESP,SECUESTRO,19.0
2021-Q1,2021,1,ESP,SUSTRACCIONES DE VEHÃ­CULOS,5393.0
2021-Q1,2021,1,ESP,TOTAL INFRACCIONES PENALES,431065.0
2021-Q1,2021,1,ESP,TRÃ¡FICO DE DROGAS,4276.0
2021-Q2,2021,2,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,85.0
2021-Q2,2021,2,AND,DELITOS CONTRA LIBERTAD SEXUAL,749.0
2021-Q2,2021,2,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,877.0
2021-Q2,2021,2,AND,HOMICIDIOS CONSUMADOS,13.0
2021-Q2,2021,2,AND,HOMICIDIOS TENTATIVA,51.0
2021-Q2,2021,2,AND,HURTOS,16361.0
2021-Q2,2021,2,AND,RESTO CRIMINALIDAD CONVENCIONAL,50952.0
2021-Q2,2021,2,AND,RESTO DELITOS LIBERTAD SEXUAL,664.0
2021-Q2,2021,2,AND,ROBOS CON FUERZA,3800.0
2021-Q2,2021,2,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,1359.0
2021-Q2,2021,2,AND,ROBOS EN DOMICILIOS,2627.0
2021-Q2,2021,2,AND,SECUESTRO,9.0
2021-Q2,2021,2,AND,SUSTRACCIONES DE VEHÃ­CULOS,1293.0
2021-Q2,2021,2,AND,TOTAL INFRACCIONES PENALES,76761.0
2021-Q2,2021,2,AND,TRÃ¡FICO DE DROGAS,1297.0
2021-Q2,2021,2,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,529.0
2021-Q2,2021,2,ESP,DELITOS CONTRA LIBERTAD SEXUAL,4450.0
2021-Q2,2021,2,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,4928.0
2021-Q2,2021,2,ESP,HOMICIDIOS CONSUMADOS,80.0
2021-Q2,2021,2,ESP,HOMICIDIOS TENTATIVA,277.0
2021-Q2,2021,2,ESP,HURTOS,115756.0
2021-Q2,2021,2,ESP,RESTO CRIMINALIDAD CONVENCIONAL,294830.0
2021-Q2,2021,2,ESP,RESTO DELITOS LIBERTAD SEXUAL,3921.0
2021-Q2,2021,2,ESP,ROBOS CON FUERZA,23686.0
2021-Q2,2021,2,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,11932.0
2021-Q2,2021,2,ESP,ROBOS EN DOMICILIOS,16828.0
2021-Q2,2021,2,ESP,SECUESTRO,24.0
2021-Q2,2021,2,ESP,SUSTRACCIONES DE VEHÃ­CULOS,6713.0
2021-Q2,2021,2,ESP,TOTAL INFRACCIONES PENALES,467451.0
2021-Q2,2021,2,ESP,TRÃ¡FICO DE DROGAS,4775.0
2021-Q3,2021,3,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,71.0
2021-Q3,2021,3,AND,DELITOS CONTRA LIBERTAD SEXUAL,682.0
2021-Q3,2021,3,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,1066.0
2021-Q3,2021,3,AND,HOMICIDIOS CONSUMADOS,14.0
2021-Q3,2021,3,AND,HOMICIDIOS TENTATIVA,68.0
2021-Q3,2021,3,AND,HURTOS,19747.0
2021-Q3,2021,3,AND,RESTO CRIMINALIDAD CONVENCIONAL,53544.0
2021-Q3,2021,3,AND,RESTO DELITOS LIBERTAD SEXUAL,611.0
2021-Q3,2021,3,AND,ROBOS CON FUERZA,4571.0
2021-Q3,2021,3,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,1552.0
2021-Q3,2021,3,AND,ROBOS EN DOMICILIOS,3355.0
2021-Q3,2021,3,AND,SECUESTRO,7.0
2021-Q3,2021,3,AND,SUSTRACCIONES DE VEHÃ­CULOS,1379.0
2021-Q3,2021,3,AND,TOTAL INFRACCIONES PENALES,83883.0
2021-Q3,2021,3,AND,TRÃ¡FICO DE DROGAS,1253.0
2021-Q3,2021,3,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,646.0
2021-Q3,2021,3,ESP,DELITOS CONTRA LIBERTAD SEXUAL,4740.0
2021-Q3,2021,3,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,5978.0
2021-Q3,2021,3,ESP,HOMICIDIOS CONSUMADOS,66.0
2021-Q3,2021,3,ESP,HOMICIDIOS TENTATIVA,279.0
2021-Q3,2021,3,ESP,HURTOS,137565.0
2021-Q3,2021,3,ESP,RESTO CRIMINALIDAD CONVENCIONAL,319351.0
2021-Q3,2021,3,ESP,RESTO DELITOS LIBERTAD SEXUAL,4094.0
2021-Q3,2021,3,ESP,ROBOS CON FUERZA,28403.0
2021-Q3,2021,3,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,14462.0
2021-Q3,2021,3,ESP,ROBOS EN DOMICILIOS,21017.0
2021-Q3,2021,3,ESP,SECUESTRO,30.0
2021-Q3,2021,3,ESP,SUSTRACCIONES DE VEHÃ­CULOS,7061.0
2021-Q3,2021,3,ESP,TOTAL INFRACCIONES PENALES,522828.0
2021-Q3,2021,3,ESP,TRÃ¡FICO DE DROGAS,4893.0
2021-Q4,2021,4,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,69.0
2021-Q4,2021,4,AND,DELITOS CONTRA LIBERTAD SEXUAL,678.0
2021-Q4,2021,4,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,1047.0
2021-Q4,2021,4,AND,HOMICIDIOS CONSUMADOS,12.0
2021-Q4,2021,4,AND,HOMICIDIOS TENTATIVA,57.0
2021-Q4,2021,4,AND,HURTOS,19628.0
2021-Q4,2021,4,AND,RESTO CRIMINALIDAD CONVENCIONAL,54394.0
2021-Q4,2021,4,AND,RESTO DELITOS LIBERTAD SEXUAL,609.0
2021-Q4,2021,4,AND,ROBOS CON FUERZA,4352.0
2021-Q4,2021,4,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,1814.0
2021-Q4,2021,4,AND,ROBOS EN DOMICILIOS,2989.0
2021-Q4,2021,4,AND,SECUESTRO,9.0
2021-Q4,2021,4,AND,SUSTRACCIONES DE VEHÃ­CULOS,1192.0
2021-Q4,2021,4,AND,TOTAL INFRACCIONES PENALES,84323.0
2021-Q4,2021,4,AND,TRÃ¡FICO DE DROGAS,1140.0
2021-Q4,2021,4,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,542.0
2021-Q4,2021,4,ESP,DELITOS CONTRA LIBERTAD SEXUAL,4378.0
2021-Q4,2021,4,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,5942.0
2021-Q4,2021,4,ESP,HOMICIDIOS CONSUMADOS,84.0
2021-Q4,2021,4,ESP,HOMICIDIOS TENTATIVA,286.0
2021-Q4,2021,4,ESP,HURTOS,144046.0
2021-Q4,2021,4,ESP,RESTO CRIMINALIDAD CONVENCIONAL,324564.0
2021-Q4,2021,4,ESP,RESTO DELITOS LIBERTAD SEXUAL,3836.0
2021-Q4,2021,4,ESP,ROBOS CON FUERZA,29826.0
2021-Q4,2021,4,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,15606.0
2021-Q4,2021,4,ESP,ROBOS EN DOMICILIOS,21191.0
2021-Q4,2021,4,ESP,SECUESTRO,24.0
2021-Q4,2021,4,ESP,SUSTRACCIONES DE VEHÃ­CULOS,7250.0
2021-Q4,2021,4,ESP,TOTAL INFRACCIONES PENALES,536375.0
2021-Q4,2021,4,ESP,TRÃ¡FICO DE DROGAS,4369.0
2022-Q1,2022,1,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,76.0
2022-Q1,2022,1,AND,DELITOS CONTRA LIBERTAD SEXUAL,751.0
2022-Q1,2022,1,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,989.0
2022-Q1,2022,1,AND,HOMICIDIOS CONSUMADOS,13.0
2022-Q1,2022,1,AND,HOMICIDIOS TENTATIVA,56.0
2022-Q1,2022,1,AND,HURTOS,20242.0
2022-Q1,2022,1,AND,RESTO CRIMINALIDAD CONVENCIONAL,57818.0
2022-Q1,2022,1,AND,RESTO DELITOS LIBERTAD SEXUAL,675.0
2022-Q1,2022,1,AND,ROBOS CON FUERZA,4404.0
2022-Q1,2022,1,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,1792.0
2022-Q1,2022,1,AND,ROBOS EN DOMICILIOS,3013.0
2022-Q1,2022,1,AND,SECUESTRO,4.0
2022-Q1,2022,1,AND,SUSTRACCIONES DE VEHÃ­CULOS,1207.0
2022-Q1,2022,1,AND,TOTAL INFRACCIONES PENALES,88408.0
2022-Q1,2022,1,AND,TRÃ¡FICO DE DROGAS,1132.0
2022-Q1,2022,1,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,544.0
2022-Q1,2022,1,ESP,DELITOS CONTRA LIBERTAD SEXUAL,4191.0
2022-Q1,2022,1,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,5364.0
2022-Q1,2022,1,ESP,HOMICIDIOS CONSUMADOS,74.0
2022-Q1,2022,1,ESP,HOMICIDIOS TENTATIVA,244.0
2022-Q1,2022,1,ESP,HURTOS,145399.0
2022-Q1,2022,1,ESP,RESTO CRIMINALIDAD CONVENCIONAL,338405.0
2022-Q1,2022,1,ESP,RESTO DELITOS LIBERTAD SEXUAL,3647.0
2022-Q1,2022,1,ESP,ROBOS CON FUERZA,29913.0
2022-Q1,2022,1,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,14892.0
2022-Q1,2022,1,ESP,ROBOS EN DOMICILIOS,20933.0
2022-Q1,2022,1,ESP,SECUESTRO,14.0
2022-Q1,2022,1,ESP,SUSTRACCIONES DE VEHÃ­CULOS,7172.0
2022-Q1,2022,1,ESP,TOTAL INFRACCIONES PENALES,550150.0
2022-Q1,2022,1,ESP,TRÃ¡FICO DE DROGAS,4482.0
2022-Q2,2022,2,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,88.0
2022-Q2,2022,2,AND,DELITOS CONTRA LIBERTAD SEXUAL,855.0
2022-Q2,2022,2,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,1262.0
2022-Q2,2022,2,AND,HOMICIDIOS CONSUMADOS,24.0
2022-Q2,2022,2,AND,HOMICIDIOS TENTATIVA,70.0
2022-Q2,2022,2,AND,HURTOS,22698.0
2022-Q2,2022,2,AND,RESTO CRIMINALIDAD CONVENCIONAL,60632.0
2022-Q2,2022,2,AND,RESTO DELITOS LIBERTAD SEXUAL,767.0
2022-Q2,2022,2,AND,ROBOS CON FUERZA,4777.0
2022-Q2,2022,2,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,1754.0
2022-Q2,2022,2,AND,ROBOS EN DOMICILIOS,3404.0
2022-Q2,2022,2,AND,SECUESTRO,5.0
2022-Q2,2022,2,AND,SUSTRACCIONES DE VEHÃ­CULOS,1440.0
2022-Q2,2022,2,AND,TOTAL INFRACCIONES PENALES,94772.0
2022-Q2,2022,2,AND,TRÃ¡FICO DE DROGAS,1255.0
2022-Q2,2022,2,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,667.0
2022-Q2,2022,2,ESP,DELITOS CONTRA LIBERTAD SEXUAL,5198.0
2022-Q2,2022,2,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,6995.0
2022-Q2,2022,2,ESP,HOMICIDIOS CONSUMADOS,84.0
2022-Q2,2022,2,ESP,HOMICIDIOS TENTATIVA,301.0
2022-Q2,2022,2,ESP,HURTOS,160870.0
2022-Q2,2022,2,ESP,RESTO CRIMINALIDAD CONVENCIONAL,347434.0
2022-Q2,2022,2,ESP,RESTO DELITOS LIBERTAD SEXUAL,4531.0
2022-Q2,2022,2,ESP,ROBOS CON FUERZA,27924.0
2022-Q2,2022,2,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,15547.0
2022-Q2,2022,2,ESP,ROBOS EN DOMICILIOS,19864.0
2022-Q2,2022,2,ESP,SECUESTRO,25.0
2022-Q2,2022,2,ESP,SUSTRACCIONES DE VEHÃ­CULOS,7680.0
2022-Q2,2022,2,ESP,TOTAL INFRACCIONES PENALES,576997.0
2022-Q2,2022,2,ESP,TRÃ¡FICO DE DROGAS,4939.0
2022-Q3,2022,3,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,93.0
2022-Q3,2022,3,AND,DELITOS CONTRA LIBERTAD SEXUAL,795.0
2022-Q3,2022,3,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,1417.0
2022-Q3,2022,3,AND,HOMICIDIOS CONSUMADOS,21.0
2022-Q3,2022,3,AND,HOMICIDIOS TENTATIVA,81.0
2022-Q3,2022,3,AND,HURTOS,24109.0
2022-Q3,2022,3,AND,RESTO CRIMINALIDAD CONVENCIONAL,65251.0
2022-Q3,2022,3,AND,RESTO DELITOS LIBERTAD SEXUAL,702.0
2022-Q3,2022,3,AND,ROBOS CON FUERZA,4936.0
2022-Q3,2022,3,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,1950.0
2022-Q3,2022,3,AND,ROBOS EN DOMICILIOS,3685.0
2022-Q3,2022,3,AND,SECUESTRO,4.0
2022-Q3,2022,3,AND,SUSTRACCIONES DE VEHÃ­CULOS,1531.0
2022-Q3,2022,3,AND,TOTAL INFRACCIONES PENALES,101256.0
2022-Q3,2022,3,AND,TRÃ¡FICO DE DROGAS,1161.0
2022-Q3,2022,3,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,731.0
2022-Q3,2022,3,ESP,DELITOS CONTRA LIBERTAD SEXUAL,5285.0
2022-Q3,2022,3,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,7717.0
2022-Q3,2022,3,ESP,HOMICIDIOS CONSUMADOS,79.0
2022-Q3,2022,3,ESP,HOMICIDIOS TENTATIVA,323.0
2022-Q3,2022,3,ESP,HURTOS,171665.0
2022-Q3,2022,3,ESP,RESTO CRIMINALIDAD CONVENCIONAL,362055.0
2022-Q3,2022,3,ESP,RESTO DELITOS LIBERTAD SEXUAL,4554.0
2022-Q3,2022,3,ESP,ROBOS CON FUERZA,30483.0
2022-Q3,2022,3,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,16854.0
2022-Q3,2022,3,ESP,ROBOS EN DOMICILIOS,22610.0
2022-Q3,2022,3,ESP,SECUESTRO,16.0
2022-Q3,2022,3,ESP,SUSTRACCIONES DE VEHÃ­CULOS,8061.0
2022-Q3,2022,3,ESP,TOTAL INFRACCIONES PENALES,607478.0
2022-Q3,2022,3,ESP,TRÃ¡FICO DE DROGAS,4940.0
2022-Q4,2022,4,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,121.0
2022-Q4,2022,4,AND,CIBERCRIMINALIDAD TOTAL,56996.0
2022-Q4,2022,4,AND,CRIMINALIDAD CONVENCIONAL TOTAL,322544.0
2022-Q4,2022,4,AND,DELITOS CONTRA LIBERTAD SEXUAL,2666.0
2022-Q4,2022,4,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,4836.0
2022-Q4,2022,4,AND,ESTAFAS INFORMÃ¡TICAS,49432.0
2022-Q4,2022,4,AND,HOMICIDIOS CONSUMADOS,74.0
2022-Q4,2022,4,AND,HOMICIDIOS TENTATIVA,283.0
2022-Q4,2022,4,AND,HURTOS,89115.0
2022-Q4,2022,4,AND,OTROS CIBERDELITOS,7564.0
2022-Q4,2022,4,AND,RESTO CRIMINALIDAD CONVENCIONAL,189221.0
2022-Q4,2022,4,AND,RESTO DELITOS LIBERTAD SEXUAL,2288.0
2022-Q4,2022,4,AND,ROBOS CON FUERZA,18734.0
2022-Q4,2022,4,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,7360.0
2022-Q4,2022,4,AND,ROBOS EN DOMICILIOS,3140.0
2022-Q4,2022,4,AND,SECUESTRO,22.0
2022-Q4,2022,4,AND,SUSTRACCIONES DE VEHÃ­CULOS,5625.0
2022-Q4,2022,4,AND,TOTAL INFRACCIONES PENALES,379540.0
2022-Q4,2022,4,AND,TRÃ¡FICO DE DROGAS,4608.0
2022-Q4,2022,4,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,928.0
2022-Q4,2022,4,ESP,CIBERCRIMINALIDAD TOTAL,375506.0
2022-Q4,2022,4,ESP,CRIMINALIDAD CONVENCIONAL TOTAL,1949852.0
2022-Q4,2022,4,ESP,DELITOS CONTRA LIBERTAD SEXUAL,17389.0
2022-Q4,2022,4,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,26422.0
2022-Q4,2022,4,ESP,ESTAFAS INFORMÃ¡TICAS,336778.0
2022-Q4,2022,4,ESP,HOMICIDIOS CONSUMADOS,325.0
2022-Q4,2022,4,ESP,HOMICIDIOS TENTATIVA,1208.0
2022-Q4,2022,4,ESP,HURTOS,642579.0
2022-Q4,2022,4,ESP,OTROS CIBERDELITOS,38728.0
2022-Q4,2022,4,ESP,RESTO CRIMINALIDAD CONVENCIONAL,1027461.0
2022-Q4,2022,4,ESP,RESTO DELITOS LIBERTAD SEXUAL,14519.0
2022-Q4,2022,4,ESP,ROBOS CON FUERZA,120676.0
2022-Q4,2022,4,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,63711.0
2022-Q4,2022,4,ESP,ROBOS EN DOMICILIOS,22901.0
2022-Q4,2022,4,ESP,SECUESTRO,85.0
2022-Q4,2022,4,ESP,SUSTRACCIONES DE VEHÃ­CULOS,30982.0
2022-Q4,2022,4,ESP,TOTAL INFRACCIONES PENALES,2325358.0
2022-Q4,2022,4,ESP,TRÃ¡FICO DE DROGAS,19014.0
2023-Q1,2023,1,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,127.0
2023-Q1,2023,1,AND,CIBERCRIMINALIDAD TOTAL,17747.0
2023-Q1,2023,1,AND,CRIMINALIDAD CONVENCIONAL TOTAL,79848.0
2023-Q1,2023,1,AND,DELITOS CONTRA LIBERTAD SEXUAL,723.0
2023-Q1,2023,1,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,1072.0
2023-Q1,2023,1,AND,ESTAFAS INFORMÃ¡TICAS,15720.0
2023-Q1,2023,1,AND,HOMICIDIOS CONSUMADOS,22.0
2023-Q1,2023,1,AND,HOMICIDIOS TENTATIVA,66.0
2023-Q1,2023,1,AND,HURTOS,23042.0
2023-Q1,2023,1,AND,OTROS CIBERDELITOS,2027.0
2023-Q1,2023,1,AND,RESTO CRIMINALIDAD CONVENCIONAL,45722.0
2023-Q1,2023,1,AND,RESTO DELITOS LIBERTAD SEXUAL,596.0
2023-Q1,2023,1,AND,ROBOS CON FUERZA,4946.0
2023-Q1,2023,1,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,1763.0
2023-Q1,2023,1,AND,ROBOS EN DOMICILIOS,3310.0
2023-Q1,2023,1,AND,SECUESTRO,12.0
2023-Q1,2023,1,AND,SUSTRACCIONES DE VEHÃ­CULOS,1355.0
2023-Q1,2023,1,AND,TOTAL INFRACCIONES PENALES,97595.0
2023-Q1,2023,1,AND,TRÃ¡FICO DE DROGAS,1125.0
2023-Q1,2023,1,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,1021.0
2023-Q1,2023,1,ESP,CIBERCRIMINALIDAD TOTAL,107879.0
2023-Q1,2023,1,ESP,CRIMINALIDAD CONVENCIONAL TOTAL,480906.0
2023-Q1,2023,1,ESP,DELITOS CONTRA LIBERTAD SEXUAL,4303.0
2023-Q1,2023,1,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,5698.0
2023-Q1,2023,1,ESP,ESTAFAS INFORMÃ¡TICAS,96561.0
2023-Q1,2023,1,ESP,HOMICIDIOS CONSUMADOS,84.0
2023-Q1,2023,1,ESP,HOMICIDIOS TENTATIVA,279.0
2023-Q1,2023,1,ESP,HURTOS,163476.0
2023-Q1,2023,1,ESP,OTROS CIBERDELITOS,11318.0
2023-Q1,2023,1,ESP,RESTO CRIMINALIDAD CONVENCIONAL,246819.0
2023-Q1,2023,1,ESP,RESTO DELITOS LIBERTAD SEXUAL,3282.0
2023-Q1,2023,1,ESP,ROBOS CON FUERZA,31984.0
2023-Q1,2023,1,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,15458.0
2023-Q1,2023,1,ESP,ROBOS EN DOMICILIOS,21541.0
2023-Q1,2023,1,ESP,SECUESTRO,34.0
2023-Q1,2023,1,ESP,SUSTRACCIONES DE VEHÃ­CULOS,7870.0
2023-Q1,2023,1,ESP,TOTAL INFRACCIONES PENALES,588785.0
2023-Q1,2023,1,ESP,TRÃ¡FICO DE DROGAS,4901.0
2023-Q2,2023,2,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,171.0
2023-Q2,2023,2,AND,CIBERCRIMINALIDAD TOTAL,18276.0
2023-Q2,2023,2,AND,CRIMINALIDAD CONVENCIONAL TOTAL,84132.0
2023-Q2,2023,2,AND,DELITOS CONTRA LIBERTAD SEXUAL,848.0
2023-Q2,2023,2,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,1357.0
2023-Q2,2023,2,AND,ESTAFAS INFORMÃ¡TICAS,16252.0
2023-Q2,2023,2,AND,HOMICIDIOS CONSUMADOS,21.0
2023-Q2,2023,2,AND,HOMICIDIOS TENTATIVA,67.0
2023-Q2,2023,2,AND,HURTOS,24186.0
2023-Q2,2023,2,AND,OTROS CIBERDELITOS,2024.0
2023-Q2,2023,2,AND,RESTO CRIMINALIDAD CONVENCIONAL,48113.0
2023-Q2,2023,2,AND,RESTO DELITOS LIBERTAD SEXUAL,677.0
2023-Q2,2023,2,AND,ROBOS CON FUERZA,4704.0
2023-Q2,2023,2,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,1861.0
2023-Q2,2023,2,AND,ROBOS EN DOMICILIOS,3198.0
2023-Q2,2023,2,AND,SECUESTRO,10.0
2023-Q2,2023,2,AND,SUSTRACCIONES DE VEHÃ­CULOS,1562.0
2023-Q2,2023,2,AND,TOTAL INFRACCIONES PENALES,102408.0
2023-Q2,2023,2,AND,TRÃ¡FICO DE DROGAS,1403.0
2023-Q2,2023,2,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,1286.0
2023-Q2,2023,2,ESP,CIBERCRIMINALIDAD TOTAL,109800.0
2023-Q2,2023,2,ESP,CRIMINALIDAD CONVENCIONAL TOTAL,491734.0
2023-Q2,2023,2,ESP,DELITOS CONTRA LIBERTAD SEXUAL,5257.0
2023-Q2,2023,2,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,7010.0
2023-Q2,2023,2,ESP,ESTAFAS INFORMÃ¡TICAS,99208.0
2023-Q2,2023,2,ESP,HOMICIDIOS CONSUMADOS,93.0
2023-Q2,2023,2,ESP,HOMICIDIOS TENTATIVA,360.0
2023-Q2,2023,2,ESP,HURTOS,161530.0
2023-Q2,2023,2,ESP,OTROS CIBERDELITOS,10592.0
2023-Q2,2023,2,ESP,RESTO CRIMINALIDAD CONVENCIONAL,260490.0
2023-Q2,2023,2,ESP,RESTO DELITOS LIBERTAD SEXUAL,3971.0
2023-Q2,2023,2,ESP,ROBOS CON FUERZA,27550.0
2023-Q2,2023,2,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,15688.0
2023-Q2,2023,2,ESP,ROBOS EN DOMICILIOS,18800.0
2023-Q2,2023,2,ESP,SECUESTRO,31.0
2023-Q2,2023,2,ESP,SUSTRACCIONES DE VEHÃ­CULOS,8028.0
2023-Q2,2023,2,ESP,TOTAL INFRACCIONES PENALES,601534.0
2023-Q2,2023,2,ESP,TRÃ¡FICO DE DROGAS,5697.0
2023-Q3,2023,3,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,176.0
2023-Q3,2023,3,AND,CIBERCRIMINALIDAD TOTAL,21553.0
2023-Q3,2023,3,AND,CRIMINALIDAD CONVENCIONAL TOTAL,86522.0
2023-Q3,2023,3,AND,DELITOS CONTRA LIBERTAD SEXUAL,787.0
2023-Q3,2023,3,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,1433.0
2023-Q3,2023,3,AND,ESTAFAS INFORMÃ¡TICAS,19391.0
2023-Q3,2023,3,AND,HOMICIDIOS CONSUMADOS,19.0
2023-Q3,2023,3,AND,HOMICIDIOS TENTATIVA,93.0
2023-Q3,2023,3,AND,HURTOS,24993.0
2023-Q3,2023,3,AND,OTROS CIBERDELITOS,2162.0
2023-Q3,2023,3,AND,RESTO CRIMINALIDAD CONVENCIONAL,49138.0
2023-Q3,2023,3,AND,RESTO DELITOS LIBERTAD SEXUAL,611.0
2023-Q3,2023,3,AND,ROBOS CON FUERZA,5437.0
2023-Q3,2023,3,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,2075.0
2023-Q3,2023,3,AND,ROBOS EN DOMICILIOS,3904.0
2023-Q3,2023,3,AND,SECUESTRO,7.0
2023-Q3,2023,3,AND,SUSTRACCIONES DE VEHÃ­CULOS,1539.0
2023-Q3,2023,3,AND,TOTAL INFRACCIONES PENALES,108075.0
2023-Q3,2023,3,AND,TRÃ¡FICO DE DROGAS,1001.0
2023-Q3,2023,3,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,1386.0
2023-Q3,2023,3,ESP,CIBERCRIMINALIDAD TOTAL,119572.0
2023-Q3,2023,3,ESP,CRIMINALIDAD CONVENCIONAL TOTAL,517020.0
2023-Q3,2023,3,ESP,DELITOS CONTRA LIBERTAD SEXUAL,5491.0
2023-Q3,2023,3,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,7958.0
2023-Q3,2023,3,ESP,ESTAFAS INFORMÃ¡TICAS,109050.0
2023-Q3,2023,3,ESP,HOMICIDIOS CONSUMADOS,91.0
2023-Q3,2023,3,ESP,HOMICIDIOS TENTATIVA,413.0
2023-Q3,2023,3,ESP,HURTOS,173978.0
2023-Q3,2023,3,ESP,OTROS CIBERDELITOS,10522.0
2023-Q3,2023,3,ESP,RESTO CRIMINALIDAD CONVENCIONAL,267740.0
2023-Q3,2023,3,ESP,RESTO DELITOS LIBERTAD SEXUAL,4105.0
2023-Q3,2023,3,ESP,ROBOS CON FUERZA,30724.0
2023-Q3,2023,3,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,17116.0
2023-Q3,2023,3,ESP,ROBOS EN DOMICILIOS,21806.0
2023-Q3,2023,3,ESP,SECUESTRO,26.0
