Periodo,Año,Trimestre,Region,Categoria_Unificada,Valor_Trimestral
2023-Q3,2023,3,ESP,SUSTRACCIONES DE VEHÃ­CULOS,8331.0
2023-Q3,2023,3,ESP,TOTAL INFRACCIONES PENALES,636592.0
2023-Q3,2023,3,ESP,TRÃ¡FICO DE DROGAS,5152.0
2023-Q4,2023,4,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,129.0
2023-Q4,2023,4,AND,CIBERCRIMINALIDAD TOTAL,23675.0
2023-Q4,2023,4,AND,CRIMINALIDAD CONVENCIONAL TOTAL,81740.0
2023-Q4,2023,4,AND,DELITOS CONTRA LIBERTAD SEXUAL,704.0
2023-Q4,2023,4,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,1280.0
2023-Q4,2023,4,AND,ESTAFAS INFORMÃ¡TICAS,21421.0
2023-Q4,2023,4,AND,HOMICIDIOS CONSUMADOS,9.0
2023-Q4,2023,4,AND,HOMICIDIOS TENTATIVA,65.0
2023-Q4,2023,4,AND,HURTOS,23386.0
2023-Q4,2023,4,AND,OTROS CIBERDELITOS,2254.0
2023-Q4,2023,4,AND,RESTO CRIMINALIDAD CONVENCIONAL,46343.0
2023-Q4,2023,4,AND,RESTO DELITOS LIBERTAD SEXUAL,575.0
2023-Q4,2023,4,AND,ROBOS CON FUERZA,5179.0
2023-Q4,2023,4,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,2006.0
2023-Q4,2023,4,AND,ROBOS EN DOMICILIOS,3669.0
2023-Q4,2023,4,AND,SECUESTRO,6.0
2023-Q4,2023,4,AND,SUSTRACCIONES DE VEHÃ­CULOS,1509.0
2023-Q4,2023,4,AND,TOTAL INFRACCIONES PENALES,105415.0
2023-Q4,2023,4,AND,TRÃ¡FICO DE DROGAS,1253.0
2023-Q4,2023,4,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,1182.0
2023-Q4,2023,4,ESP,CIBERCRIMINALIDAD TOTAL,133137.0
2023-Q4,2023,4,ESP,CRIMINALIDAD CONVENCIONAL TOTAL,499611.0
2023-Q4,2023,4,ESP,DELITOS CONTRA LIBERTAD SEXUAL,4930.0
2023-Q4,2023,4,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,6747.0
2023-Q4,2023,4,ESP,ESTAFAS INFORMÃ¡TICAS,121925.0
2023-Q4,2023,4,ESP,HOMICIDIOS CONSUMADOS,68.0
2023-Q4,2023,4,ESP,HOMICIDIOS TENTATIVA,297.0
2023-Q4,2023,4,ESP,HURTOS,164386.0
2023-Q4,2023,4,ESP,OTROS CIBERDELITOS,11212.0
2023-Q4,2023,4,ESP,RESTO CRIMINALIDAD CONVENCIONAL,260727.0
2023-Q4,2023,4,ESP,RESTO DELITOS LIBERTAD SEXUAL,3748.0
2023-Q4,2023,4,ESP,ROBOS CON FUERZA,32186.0
2023-Q4,2023,4,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,16523.0
2023-Q4,2023,4,ESP,ROBOS EN DOMICILIOS,22299.0
2023-Q4,2023,4,ESP,SECUESTRO,31.0
2023-Q4,2023,4,ESP,SUSTRACCIONES DE VEHÃ­CULOS,8591.0
2023-Q4,2023,4,ESP,TOTAL INFRACCIONES PENALES,632748.0
2023-Q4,2023,4,ESP,TRÃ¡FICO DE DROGAS,5125.0
2024-Q1,2024,1,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,119.0
2024-Q1,2024,1,AND,CIBERCRIMINALIDAD TOTAL,21604.0
2024-Q1,2024,1,AND,CRIMINALIDAD CONVENCIONAL TOTAL,77809.0
2024-Q1,2024,1,AND,DELITOS CONTRA LIBERTAD SEXUAL,694.0
2024-Q1,2024,1,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,1171.0
2024-Q1,2024,1,AND,ESTAFAS INFORMÃ¡TICAS,19064.0
2024-Q1,2024,1,AND,HOMICIDIOS CONSUMADOS,27.0
2024-Q1,2024,1,AND,HOMICIDIOS TENTATIVA,48.0
2024-Q1,2024,1,AND,HURTOS,21392.0
2024-Q1,2024,1,AND,OTROS CIBERDELITOS,2540.0
2024-Q1,2024,1,AND,RESTO CRIMINALIDAD CONVENCIONAL,45292.0
2024-Q1,2024,1,AND,RESTO DELITOS LIBERTAD SEXUAL,575.0
2024-Q1,2024,1,AND,ROBOS CON FUERZA,4785.0
2024-Q1,2024,1,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,1818.0
2024-Q1,2024,1,AND,ROBOS EN DOMICILIOS,3297.0
2024-Q1,2024,1,AND,SECUESTRO,9.0
2024-Q1,2024,1,AND,SUSTRACCIONES DE VEHÃ­CULOS,1526.0
2024-Q1,2024,1,AND,TOTAL INFRACCIONES PENALES,99413.0
2024-Q1,2024,1,AND,TRÃ¡FICO DE DROGAS,1047.0
2024-Q1,2024,1,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,1138.0
2024-Q1,2024,1,ESP,CIBERCRIMINALIDAD TOTAL,122428.0
2024-Q1,2024,1,ESP,CRIMINALIDAD CONVENCIONAL TOTAL,484467.0
2024-Q1,2024,1,ESP,DELITOS CONTRA LIBERTAD SEXUAL,4568.0
2024-Q1,2024,1,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,6242.0
2024-Q1,2024,1,ESP,ESTAFAS INFORMÃ¡TICAS,110268.0
2024-Q1,2024,1,ESP,HOMICIDIOS CONSUMADOS,92.0
2024-Q1,2024,1,ESP,HOMICIDIOS TENTATIVA,266.0
2024-Q1,2024,1,ESP,HURTOS,156967.0
2024-Q1,2024,1,ESP,OTROS CIBERDELITOS,12160.0
2024-Q1,2024,1,ESP,RESTO CRIMINALIDAD CONVENCIONAL,257587.0
2024-Q1,2024,1,ESP,RESTO DELITOS LIBERTAD SEXUAL,3430.0
2024-Q1,2024,1,ESP,ROBOS CON FUERZA,30621.0
2024-Q1,2024,1,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,15020.0
2024-Q1,2024,1,ESP,ROBOS EN DOMICILIOS,20872.0
2024-Q1,2024,1,ESP,SECUESTRO,28.0
2024-Q1,2024,1,ESP,SUSTRACCIONES DE VEHÃ­CULOS,8031.0
2024-Q1,2024,1,ESP,TOTAL INFRACCIONES PENALES,606895.0
2024-Q1,2024,1,ESP,TRÃ¡FICO DE DROGAS,5045.0
2024-Q2,2024,2,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,174.0
2024-Q2,2024,2,AND,CIBERCRIMINALIDAD TOTAL,19851.0
2024-Q2,2024,2,AND,CRIMINALIDAD CONVENCIONAL TOTAL,85194.0
2024-Q2,2024,2,AND,DELITOS CONTRA LIBERTAD SEXUAL,812.0
2024-Q2,2024,2,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,1435.0
2024-Q2,2024,2,AND,ESTAFAS INFORMÃ¡TICAS,17138.0
2024-Q2,2024,2,AND,HOMICIDIOS CONSUMADOS,23.0
2024-Q2,2024,2,AND,HOMICIDIOS TENTATIVA,68.0
2024-Q2,2024,2,AND,HURTOS,24333.0
2024-Q2,2024,2,AND,OTROS CIBERDELITOS,2713.0
2024-Q2,2024,2,AND,RESTO CRIMINALIDAD CONVENCIONAL,49478.0
2024-Q2,2024,2,AND,RESTO DELITOS LIBERTAD SEXUAL,638.0
2024-Q2,2024,2,AND,ROBOS CON FUERZA,4428.0
2024-Q2,2024,2,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,1920.0
2024-Q2,2024,2,AND,ROBOS EN DOMICILIOS,3050.0
2024-Q2,2024,2,AND,SECUESTRO,6.0
2024-Q2,2024,2,AND,SUSTRACCIONES DE VEHÃ­CULOS,1438.0
2024-Q2,2024,2,AND,TOTAL INFRACCIONES PENALES,105045.0
2024-Q2,2024,2,AND,TRÃ¡FICO DE DROGAS,1253.0
2024-Q2,2024,2,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,1327.0
2024-Q2,2024,2,ESP,CIBERCRIMINALIDAD TOTAL,115212.0
2024-Q2,2024,2,ESP,CRIMINALIDAD CONVENCIONAL TOTAL,501977.0
2024-Q2,2024,2,ESP,DELITOS CONTRA LIBERTAD SEXUAL,5442.0
2024-Q2,2024,2,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,7557.0
2024-Q2,2024,2,ESP,ESTAFAS INFORMÃ¡TICAS,101026.0
2024-Q2,2024,2,ESP,HOMICIDIOS CONSUMADOS,103.0
2024-Q2,2024,2,ESP,HOMICIDIOS TENTATIVA,353.0
2024-Q2,2024,2,ESP,HURTOS,164365.0
2024-Q2,2024,2,ESP,OTROS CIBERDELITOS,14186.0
2024-Q2,2024,2,ESP,RESTO CRIMINALIDAD CONVENCIONAL,267123.0
2024-Q2,2024,2,ESP,RESTO DELITOS LIBERTAD SEXUAL,4115.0
2024-Q2,2024,2,ESP,ROBOS CON FUERZA,26848.0
2024-Q2,2024,2,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,15960.0
2024-Q2,2024,2,ESP,ROBOS EN DOMICILIOS,18415.0
2024-Q2,2024,2,ESP,SECUESTRO,21.0
2024-Q2,2024,2,ESP,SUSTRACCIONES DE VEHÃ­CULOS,8241.0
2024-Q2,2024,2,ESP,TOTAL INFRACCIONES PENALES,617189.0
2024-Q2,2024,2,ESP,TRÃ¡FICO DE DROGAS,5964.0
2024-Q3,2024,3,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,184.0
2024-Q3,2024,3,AND,CIBERCRIMINALIDAD TOTAL,19001.0
2024-Q3,2024,3,AND,CRIMINALIDAD CONVENCIONAL TOTAL,86202.0
2024-Q3,2024,3,AND,DELITOS CONTRA LIBERTAD SEXUAL,883.0
2024-Q3,2024,3,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,1496.0
2024-Q3,2024,3,AND,ESTAFAS INFORMÃ¡TICAS,16708.0
2024-Q3,2024,3,AND,HOMICIDIOS CONSUMADOS,17.0
2024-Q3,2024,3,AND,HOMICIDIOS TENTATIVA,96.0
2024-Q3,2024,3,AND,HURTOS,24759.0
2024-Q3,2024,3,AND,OTROS CIBERDELITOS,2293.0
2024-Q3,2024,3,AND,RESTO CRIMINALIDAD CONVENCIONAL,49747.0
2024-Q3,2024,3,AND,RESTO DELITOS LIBERTAD SEXUAL,699.0
2024-Q3,2024,3,AND,ROBOS CON FUERZA,4697.0
2024-Q3,2024,3,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,1887.0
2024-Q3,2024,3,AND,ROBOS EN DOMICILIOS,3514.0
2024-Q3,2024,3,AND,SECUESTRO,4.0
2024-Q3,2024,3,AND,SUSTRACCIONES DE VEHÃ­CULOS,1592.0
2024-Q3,2024,3,AND,TOTAL INFRACCIONES PENALES,105203.0
2024-Q3,2024,3,AND,TRÃ¡FICO DE DROGAS,1024.0
2024-Q3,2024,3,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,1479.0
2024-Q3,2024,3,ESP,CIBERCRIMINALIDAD TOTAL,109767.0
2024-Q3,2024,3,ESP,CRIMINALIDAD CONVENCIONAL TOTAL,520432.0
2024-Q3,2024,3,ESP,DELITOS CONTRA LIBERTAD SEXUAL,6000.0
2024-Q3,2024,3,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,8406.0
2024-Q3,2024,3,ESP,ESTAFAS INFORMÃ¡TICAS,97796.0
2024-Q3,2024,3,ESP,HOMICIDIOS CONSUMADOS,74.0
2024-Q3,2024,3,ESP,HOMICIDIOS TENTATIVA,437.0
2024-Q3,2024,3,ESP,HURTOS,170103.0
2024-Q3,2024,3,ESP,OTROS CIBERDELITOS,11971.0
2024-Q3,2024,3,ESP,RESTO CRIMINALIDAD CONVENCIONAL,275277.0
2024-Q3,2024,3,ESP,RESTO DELITOS LIBERTAD SEXUAL,4521.0
2024-Q3,2024,3,ESP,ROBOS CON FUERZA,29287.0
2024-Q3,2024,3,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,16869.0
2024-Q3,2024,3,ESP,ROBOS EN DOMICILIOS,21791.0
2024-Q3,2024,3,ESP,SECUESTRO,28.0
2024-Q3,2024,3,ESP,SUSTRACCIONES DE VEHÃ­CULOS,8568.0
2024-Q3,2024,3,ESP,TOTAL INFRACCIONES PENALES,630199.0
2024-Q3,2024,3,ESP,TRÃ¡FICO DE DROGAS,5383.0
2024-Q4,2024,4,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,148.0
2024-Q4,2024,4,AND,CIBERCRIMINALIDAD TOTAL,21103.0
2024-Q4,2024,4,AND,CRIMINALIDAD CONVENCIONAL TOTAL,78934.0
2024-Q4,2024,4,AND,DELITOS CONTRA LIBERTAD SEXUAL,766.0
2024-Q4,2024,4,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,1396.0
2024-Q4,2024,4,AND,ESTAFAS INFORMÃ¡TICAS,18417.0
2024-Q4,2024,4,AND,HOMICIDIOS CONSUMADOS,13.0
2024-Q4,2024,4,AND,HOMICIDIOS TENTATIVA,54.0
2024-Q4,2024,4,AND,HURTOS,22061.0
2024-Q4,2024,4,AND,OTROS CIBERDELITOS,2686.0
2024-Q4,2024,4,AND,RESTO CRIMINALIDAD CONVENCIONAL,45979.0
2024-Q4,2024,4,AND,RESTO DELITOS LIBERTAD SEXUAL,618.0
2024-Q4,2024,4,AND,ROBOS CON FUERZA,4321.0
2024-Q4,2024,4,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,1798.0
2024-Q4,2024,4,AND,ROBOS EN DOMICILIOS,2929.0
2024-Q4,2024,4,AND,SECUESTRO,8.0
2024-Q4,2024,4,AND,SUSTRACCIONES DE VEHÃ­CULOS,1519.0
2024-Q4,2024,4,AND,TOTAL INFRACCIONES PENALES,100037.0
2024-Q4,2024,4,AND,TRÃ¡FICO DE DROGAS,1019.0
2024-Q4,2024,4,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,1262.0
2024-Q4,2024,4,ESP,CIBERCRIMINALIDAD TOTAL,118431.0
2024-Q4,2024,4,ESP,CRIMINALIDAD CONVENCIONAL TOTAL,483699.0
2024-Q4,2024,4,ESP,DELITOS CONTRA LIBERTAD SEXUAL,5149.0
2024-Q4,2024,4,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,7137.0
2024-Q4,2024,4,ESP,ESTAFAS INFORMÃ¡TICAS,105043.0
2024-Q4,2024,4,ESP,HOMICIDIOS CONSUMADOS,79.0
2024-Q4,2024,4,ESP,HOMICIDIOS TENTATIVA,287.0
2024-Q4,2024,4,ESP,HURTOS,157641.0
2024-Q4,2024,4,ESP,OTROS CIBERDELITOS,13388.0
2024-Q4,2024,4,ESP,RESTO CRIMINALIDAD CONVENCIONAL,256377.0
2024-Q4,2024,4,ESP,RESTO DELITOS LIBERTAD SEXUAL,3887.0
2024-Q4,2024,4,ESP,ROBOS CON FUERZA,28222.0
2024-Q4,2024,4,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,15417.0
2024-Q4,2024,4,ESP,ROBOS EN DOMICILIOS,19962.0
2024-Q4,2024,4,ESP,SECUESTRO,28.0
2024-Q4,2024,4,ESP,SUSTRACCIONES DE VEHÃ­CULOS,8221.0
2024-Q4,2024,4,ESP,TOTAL INFRACCIONES PENALES,602130.0
2024-Q4,2024,4,ESP,TRÃ¡FICO DE DROGAS,5141.0
2025-Q1,2025,1,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,138.0
2025-Q1,2025,1,AND,CIBERCRIMINALIDAD TOTAL,22009.0
2025-Q1,2025,1,AND,CRIMINALIDAD CONVENCIONAL TOTAL,76727.0
2025-Q1,2025,1,AND,DELITOS CONTRA LIBERTAD SEXUAL,662.0
2025-Q1,2025,1,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,1201.0
2025-Q1,2025,1,AND,ESTAFAS INFORMÃ¡TICAS,19069.0
2025-Q1,2025,1,AND,HOMICIDIOS CONSUMADOS,21.0
2025-Q1,2025,1,AND,HOMICIDIOS TENTATIVA,72.0
2025-Q1,2025,1,AND,HURTOS,20614.0
2025-Q1,2025,1,AND,OTROS CIBERDELITOS,2940.0
2025-Q1,2025,1,AND,RESTO CRIMINALIDAD CONVENCIONAL,45917.0
2025-Q1,2025,1,AND,RESTO DELITOS LIBERTAD SEXUAL,524.0
2025-Q1,2025,1,AND,ROBOS CON FUERZA,4138.0
2025-Q1,2025,1,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,1623.0
2025-Q1,2025,1,AND,ROBOS EN DOMICILIOS,2755.0
2025-Q1,2025,1,AND,SECUESTRO,11.0
2025-Q1,2025,1,AND,SUSTRACCIONES DE VEHÃ­CULOS,1449.0
2025-Q1,2025,1,AND,TOTAL INFRACCIONES PENALES,98736.0
2025-Q1,2025,1,AND,TRÃ¡FICO DE DROGAS,1019.0
2025-Q1,2025,1,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,1242.0
2025-Q1,2025,1,ESP,CIBERCRIMINALIDAD TOTAL,121579.0
2025-Q1,2025,1,ESP,CRIMINALIDAD CONVENCIONAL TOTAL,468104.0
2025-Q1,2025,1,ESP,DELITOS CONTRA LIBERTAD SEXUAL,4760.0
2025-Q1,2025,1,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,6374.0
2025-Q1,2025,1,ESP,ESTAFAS INFORMÃ¡TICAS,106801.0
2025-Q1,2025,1,ESP,HOMICIDIOS CONSUMADOS,84.0
2025-Q1,2025,1,ESP,HOMICIDIOS TENTATIVA,319.0
2025-Q1,2025,1,ESP,HURTOS,151750.0
2025-Q1,2025,1,ESP,OTROS CIBERDELITOS,14778.0
2025-Q1,2025,1,ESP,RESTO CRIMINALIDAD CONVENCIONAL,251925.0
2025-Q1,2025,1,ESP,RESTO DELITOS LIBERTAD SEXUAL,3518.0
2025-Q1,2025,1,ESP,ROBOS CON FUERZA,26279.0
2025-Q1,2025,1,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,13540.0
2025-Q1,2025,1,ESP,ROBOS EN DOMICILIOS,18125.0
2025-Q1,2025,1,ESP,SECUESTRO,26.0
2025-Q1,2025,1,ESP,SUSTRACCIONES DE VEHÃ­CULOS,7760.0
2025-Q1,2025,1,ESP,TOTAL INFRACCIONES PENALES,589683.0
2025-Q1,2025,1,ESP,TRÃ¡FICO DE DROGAS,5287.0
2025-Q2,2025,2,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,161.0
2025-Q2,2025,2,AND,CIBERCRIMINALIDAD TOTAL,23174.0
2025-Q2,2025,2,AND,CRIMINALIDAD CONVENCIONAL TOTAL,83311.0
2025-Q2,2025,2,AND,DELITOS CONTRA LIBERTAD SEXUAL,855.0
2025-Q2,2025,2,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,1492.0
2025-Q2,2025,2,AND,ESTAFAS INFORMÃ¡TICAS,19258.0
2025-Q2,2025,2,AND,HOMICIDIOS CONSUMADOS,25.0
2025-Q2,2025,2,AND,HOMICIDIOS TENTATIVA,81.0
2025-Q2,2025,2,AND,HURTOS,22648.0
2025-Q2,2025,2,AND,OTROS CIBERDELITOS,3916.0
2025-Q2,2025,2,AND,RESTO CRIMINALIDAD CONVENCIONAL,49994.0
2025-Q2,2025,2,AND,RESTO DELITOS LIBERTAD SEXUAL,694.0
2025-Q2,2025,2,AND,ROBOS CON FUERZA,3787.0
2025-Q2,2025,2,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,1841.0
2025-Q2,2025,2,AND,ROBOS EN DOMICILIOS,2663.0
2025-Q2,2025,2,AND,SECUESTRO,10.0
2025-Q2,2025,2,AND,SUSTRACCIONES DE VEHÃ­CULOS,1481.0
2025-Q2,2025,2,AND,TOTAL INFRACCIONES PENALES,106485.0
2025-Q2,2025,2,AND,TRÃ¡FICO DE DROGAS,1097.0
2025-Q2,2025,2,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,1413.0
2025-Q2,2025,2,ESP,CIBERCRIMINALIDAD TOTAL,123612.0
2025-Q2,2025,2,ESP,CRIMINALIDAD CONVENCIONAL TOTAL,498973.0
2025-Q2,2025,2,ESP,DELITOS CONTRA LIBERTAD SEXUAL,5802.0
2025-Q2,2025,2,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,7992.0
2025-Q2,2025,2,ESP,ESTAFAS INFORMÃ¡TICAS,105060.0
2025-Q2,2025,2,ESP,HOMICIDIOS CONSUMADOS,97.0
2025-Q2,2025,2,ESP,HOMICIDIOS TENTATIVA,372.0
2025-Q2,2025,2,ESP,HURTOS,158539.0
2025-Q2,2025,2,ESP,OTROS CIBERDELITOS,18552.0
2025-Q2,2025,2,ESP,RESTO CRIMINALIDAD CONVENCIONAL,271903.0
2025-Q2,2025,2,ESP,RESTO DELITOS LIBERTAD SEXUAL,4389.0
2025-Q2,2025,2,ESP,ROBOS CON FUERZA,24434.0
2025-Q2,2025,2,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,16162.0
2025-Q2,2025,2,ESP,ROBOS EN DOMICILIOS,16889.0
2025-Q2,2025,2,ESP,SECUESTRO,27.0
2025-Q2,2025,2,ESP,SUSTRACCIONES DE VEHÃ­CULOS,7836.0
2025-Q2,2025,2,ESP,TOTAL INFRACCIONES PENALES,622585.0
2025-Q2,2025,2,ESP,TRÃ¡FICO DE DROGAS,5809.0
2025-Q3,2025,3,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,175.0
2025-Q3,2025,3,AND,CIBERCRIMINALIDAD TOTAL,23373.0
2025-Q3,2025,3,AND,CRIMINALIDAD CONVENCIONAL TOTAL,87031.0
2025-Q3,2025,3,AND,DELITOS CONTRA LIBERTAD SEXUAL,880.0
2025-Q3,2025,3,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,1686.0
2025-Q3,2025,3,AND,ESTAFAS INFORMÃ¡TICAS,20661.0
2025-Q3,2025,3,AND,HOMICIDIOS CONSUMADOS,25.0
2025-Q3,2025,3,AND,HOMICIDIOS TENTATIVA,69.0
2025-Q3,2025,3,AND,HURTOS,23849.0
2025-Q3,2025,3,AND,OTROS CIBERDELITOS,2712.0
2025-Q3,2025,3,AND,RESTO CRIMINALIDAD CONVENCIONAL,51785.0
2025-Q3,2025,3,AND,RESTO DELITOS LIBERTAD SEXUAL,705.0
2025-Q3,2025,3,AND,ROBOS CON FUERZA,3981.0
2025-Q3,2025,3,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,1987.0
2025-Q3,2025,3,AND,ROBOS EN DOMICILIOS,2914.0
2025-Q3,2025,3,AND,SECUESTRO,13.0
2025-Q3,2025,3,AND,SUSTRACCIONES DE VEHÃ­CULOS,1730.0
2025-Q3,2025,3,AND,TOTAL INFRACCIONES PENALES,110404.0
2025-Q3,2025,3,AND,TRÃ¡FICO DE DROGAS,1026.0
2025-Q3,2025,3,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,1482.0
2025-Q3,2025,3,ESP,CIBERCRIMINALIDAD TOTAL,129068.0
2025-Q3,2025,3,ESP,CRIMINALIDAD CONVENCIONAL TOTAL,529541.0
2025-Q3,2025,3,ESP,DELITOS CONTRA LIBERTAD SEXUAL,6050.0
2025-Q3,2025,3,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,9515.0
2025-Q3,2025,3,ESP,ESTAFAS INFORMÃ¡TICAS,115995.0
2025-Q3,2025,3,ESP,HOMICIDIOS CONSUMADOS,92.0
2025-Q3,2025,3,ESP,HOMICIDIOS TENTATIVA,388.0
2025-Q3,2025,3,ESP,HURTOS,169960.0
2025-Q3,2025,3,ESP,OTROS CIBERDELITOS,13073.0
2025-Q3,2025,3,ESP,RESTO CRIMINALIDAD CONVENCIONAL,284265.0
2025-Q3,2025,3,ESP,RESTO DELITOS LIBERTAD SEXUAL,4568.0
2025-Q3,2025,3,ESP,ROBOS CON FUERZA,26887.0
2025-Q3,2025,3,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,17471.0
2025-Q3,2025,3,ESP,ROBOS EN DOMICILIOS,19965.0
2025-Q3,2025,3,ESP,SECUESTRO,34.0
2025-Q3,2025,3,ESP,SUSTRACCIONES DE VEHÃ­CULOS,8882.0
2025-Q3,2025,3,ESP,TOTAL INFRACCIONES PENALES,658609.0
2025-Q3,2025,3,ESP,TRÃ¡FICO DE DROGAS,5997.0
